Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ros,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ROS %,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts,GPR
Gabriel Jesus,ARS,F,149.0,ARS 2<br/>@CHE 2 F,3.0,3.0,100%,1,67,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,9,,1,0,0,0,0,3.0,0.0,0.0
Ben White,ARS,D,33.0,ARS 2<br/>@CHE 2 F,3.0,3.0,100%,1,90,0,2,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,2,0,9,,1,0,5,0,0,5.0,-6.0,-0.67
Kai Havertz,ARS,F,165.0,ARS 2<br/>@CHE 2 F,1.5,1.5,80%,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,,0,0,1,0,0,1.5,0.0,0.0
Takehiro Tomiyasu,ARS,D,331.0,ARS 2<br/>@CHE 2 F,1.25,1.25,4%,1,45,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,9,,0,0,0,0,0,1.25,-2.0,0.0
Emile Smith Rowe,ARS,M,350.0,ARS 2<br/>@CHE 2 F,0.5,0.5,8%,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,,0,0,2,0,0,0.5,0.0,0.0
Gabriel Magalhaes,ARS,D,150.0,ARS 2<br/>@CHE 2 F,0.25,0.25,88%,1,90,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,2,0,9,,1,0,1,0,0,0.25,-4.0,0.0
Eddie Nketiah,ARS,F,85.0,ARS 2<br/>@CHE 2 F,0.0,0.0,80%,1,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,4,0,0,2.0,-2.0,-inf
William Saliba,ARS,D,112.0,ARS 2<br/>@CHE 2 F,-0.5,-0.5,98%,1,90,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,9,,1,0,1,0,0,-0.5,-4.0,-0.0
Oleksandr Zinchenko,ARS,D,164.0,ARS 2<br/>@CHE 2 F,-2.0,-2.0,97%,1,45,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,,1,0,4,0,0,0.0,-4.0,1.0
Eddie Nketiah,ARS,F,32.0,SHU 0<br/>@ARS 5 F,34.0,34.0,85%,1,90,3,0,0,3,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,10,,1,3,2,1,0,8.0,-1.0,0.76
Takehiro Tomiyasu,ARS,D,255.0,SHU 0<br/>@ARS 5 F,14.25,14.25,6%,1,23,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,10,,0,1,0,0,0,4.25,0.0,0.7
Gabriel Martinelli,ARS,M,63.0,SHU 0<br/>@ARS 5 F,13.0,13.0,100%,1,65,0,3,0,1,1,3,0,0,1,0,0,3,0,1,0,0,0,0,1,10,,1,0,0,0,0,13.5,-1.5,-0.04
Emile Smith Rowe,ARS,M,271.0,SHU 0<br/>@ARS 5 F,13.0,13.0,36%,1,72,0,1,1,1,0,2,0,0,0,1,0,0,1,2,0,0,0,0,1,10,,1,1,1,0,0,7.0,-1.0,0.46
Fabio Vieira,ARS,M,140.0,SHU 0<br/>@ARS 5 F,13.0,13.0,20%,1,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,,0,1,0,0,1,4.0,0.0,0.69
Ben White,ARS,D,30.0,SHU 0<br/>@ARS 5 F,11.0,11.0,99%,1,65,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,10,,1,0,0,0,0,5.0,0.0,0.55
Bukayo Saka,ARS,M,2.0,SHU 0<br/>@ARS 5 F,10.0,10.0,100%,1,72,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10,,1,0,1,0,0,3.5,-0.5,0.65
Oleksandr Zinchenko,ARS,D,139.0,SHU 0<br/>@ARS 5 F,9.5,9.5,97%,1,90,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,10,,1,0,1,0,0,5.0,-1.5,0.47
Declan Rice,ARS,M,43.0,SHU 0<br/>@ARS 5 F,9.0,9.0,100%,1,88,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,10,,1,1,2,0,0,3.0,-1.0,0.67
Mohamed Elneny,ARS,M,341.0,SHU 0<br/>@ARS 5 F,7.5,7.5,0%,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,,0,0,0,0,0,1.5,0.0,0.8
Jakub Kiwior,ARS,D,326.0,SHU 0<br/>@ARS 5 F,7.25,7.25,20%,1,90,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,10,,1,0,1,0,0,1.25,0.0,0.83
William Saliba,ARS,D,98.0,SHU 0<br/>@ARS 5 F,5.5,5.5,99%,1,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,,1,0,0,0,0,0.0,-0.5,1.0
Kai Havertz,ARS,F,163.0,SHU 0<br/>@ARS 5 F,5.0,5.0,83%,1,90,0,1,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,10,,1,0,0,0,0,5.5,-0.5,-0.1
Leandro Trossard,ARS,M,158.0,SHU 0<br/>@ARS 5 F,0.0,0.0,89%,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,0,0,0,0,0,0.0,0.0,
Reiss Nelson,ARS,F,361.0,SHU 0<br/>@ARS 5 F,0.0,0.0,2%,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,,0,0,1,0,0,0.0,0.0,
Moussa Diaby,AVL,F,20.0,AVL 1<br/>@NEW 5 F,18.0,18.0,,1,86,1,2,0,2,1,4,0,0,0,0,0,2,0,0,0,0,0,4,0,1,97%,1,1,0,0,0,11.0,-2.0,0.39
Ollie Watkins,AVL,F,3.0,AVL 1<br/>@NEW 5 F,15.0,15.0,,1,90,0,2,1,1,1,2,0,0,0,0,2,2,1,0,0,0,0,5,0,1,100%,1,1,0,0,0,10.0,-1.0,0.33
Boubacar Kamara,AVL,M,109.0,AVL 1<br/>@NEW 5 F,5.0,5.0,,1,90,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,5,0,1,16%,1,0,4,0,0,5.5,-0.5,-0.1
Douglas Luiz,AVL,M,48.0,AVL 1<br/>@NEW 5 F,3.5,3.5,,1,90,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,5,0,1,97%,1,0,4,0,0,6.0,-2.5,-0.71
John McGinn,AVL,M,87.0,AVL 1<br/>@NEW 5 F,3.0,3.0,,1,63,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,64%,1,0,1,0,0,3.0,0.0,0.0
Youri Tielemans,AVL,M,365.0,AVL 1<br/>@NEW 5 F,2.0,2.0,,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,34%,0,0,0,0,0,2.0,0.0,0.0
Diego Carlos,AVL,D,308.0,AVL 1<br/>@NEW 5 F,1.25,1.25,,1,25,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,4%,0,0,0,0,0,1.25,-4.0,0.0
Philippe Coutinho,AVL,M,320.0,AVL 1<br/>@NEW 5 F,1.0,1.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2%,0,0,0,0,0,1.0,0.0,0.0
Tyrone Mings,AVL,D,394.0,AVL 1<br/>@NEW 5 F,0.25,0.25,,1,30,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,16%,1,0,0,0,0,0.25,-4.0,0.0
Jaden Philogene-Bidace,AVL,M,644.0,AVL 1<br/>@NEW 5 F,0.0,0.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0%,0,0,0,0,0,0.0,0.0,
Pau Torres,AVL,D,209.0,AVL 1<br/>@NEW 5 F,-0.25,-0.25,,1,58,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,1,58%,0,0,2,0,0,-0.25,-6.0,-0.0
Leon Bailey,AVL,F,117.0,AVL 1<br/>@NEW 5 F,-0.5,-0.5,,1,45,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,2,0,1,56%,1,0,0,0,0,1.5,-2.0,4.0
Lucas Digne,AVL,D,35.0,AVL 1<br/>@NEW 5 F,-1.5,-1.5,,1,90,0,3,0,0,2,0,1,0,0,1,2,0,0,1,0,0,0,5,0,1,90%,1,0,4,0,0,0.5,-12.0,1.33
Ezri Konsa,AVL,D,192.0,AVL 1<br/>@NEW 5 F,-4.5,-4.5,,1,90,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,5,0,1,19%,1,0,2,0,0,-4.5,-10.0,-0.0
Matty Cash,AVL,D,66.0,AVL 1<br/>@NEW 5 F,-5.25,-5.25,,1,86,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,4,0,1,96%,1,0,8,0,0,-2.75,-10.5,0.48
Leon Bailey,AVL,F,117.0,EVE 0<br/>@AVL 4 F,21.0,21.0,,1,62,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,56%,1,2,1,0,0,6.0,0.0,0.71
Lucas Digne,AVL,D,35.0,EVE 0<br/>@AVL 4 F,18.5,18.5,,1,90,0,1,1,0,0,0,1,0,1,1,2,1,0,2,0,0,0,0,1,2,90%,1,0,5,0,0,7.5,-2.0,0.59
John McGinn,AVL,M,87.0,EVE 0<br/>@AVL 4 F,16.0,16.0,,1,90,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,2,64%,1,1,0,0,0,6.0,0.0,0.62
Jhon Duran,AVL,F,187.0,EVE 0<br/>@AVL 4 F,15.5,15.5,,1,15,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,5%,0,1,0,0,0,6.5,0.0,0.58
Douglas Luiz,AVL,M,48.0,EVE 0<br/>@AVL 4 F,15.0,15.0,,1,63,1,1,0,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,1,2,97%,1,1,4,0,1,7.0,-2.0,0.53
Matty Cash,AVL,D,66.0,EVE 0<br/>@AVL 4 F,14.75,14.75,,1,90,0,1,0,0,0,0,0,0,1,0,3,1,2,2,0,0,0,0,1,2,96%,1,0,0,0,0,8.75,0.0,0.41
Ollie Watkins,AVL,F,3.0,EVE 0<br/>@AVL 4 F,12.0,12.0,,1,73,0,3,1,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,2,100%,1,0,0,0,0,8.0,-2.0,0.33
Pau Torres,AVL,D,209.0,EVE 0<br/>@AVL 4 F,8.75,8.75,,1,90,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,2,58%,1,0,0,1,0,2.75,0.0,0.69
Moussa Diaby,AVL,F,20.0,EVE 0<br/>@AVL 4 F,8.0,8.0,,1,63,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,97%,1,0,0,0,0,8.0,0.0,0.0
Ezri Konsa,AVL,D,192.0,EVE 0<br/>@AVL 4 F,7.75,7.75,,1,90,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,19%,1,0,0,0,0,1.75,0.0,0.77
Philippe Coutinho,AVL,M,320.0,EVE 0<br/>@AVL 4 F,5.0,5.0,,1,20,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2%,0,0,0,0,0,5.0,0.0,0.0
Diego Carlos,AVL,D,308.0,EVE 0<br/>@AVL 4 F,4.5,4.5,,1,25,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,4%,0,0,0,0,0,4.5,0.0,0.0
Boubacar Kamara,AVL,M,109.0,EVE 0<br/>@AVL 4 F,3.5,3.5,,1,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,16%,1,0,2,0,0,2.5,0.0,0.29
Youri Tielemans,AVL,M,365.0,EVE 0<br/>@AVL 4 F,0.0,0.0,,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34%,0,0,1,0,0,0.0,0.0,
Matty Cash,AVL,D,66.0,AVL 3<br/>@BUR 1 F,30.0,30.0,,1,90,2,0,0,3,3,1,0,0,0,0,2,2,0,1,0,0,0,1,0,3,96%,1,2,1,0,0,10.5,-2.5,0.65
Moussa Diaby,AVL,F,20.0,AVL 3<br/>@BUR 1 F,22.0,22.0,,1,72,1,2,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,3,97%,1,2,0,0,0,8.0,-1.0,0.64
Ollie Watkins,AVL,F,3.0,AVL 3<br/>@BUR 1 F,15.0,15.0,,1,85,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,100%,1,1,0,1,0,9.0,0.0,0.4
Lucas Digne,AVL,D,35.0,AVL 3<br/>@BUR 1 F,12.5,12.5,,1,80,0,2,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,3,90%,1,1,2,0,0,5.5,-2.0,0.56
Boubacar Kamara,AVL,M,109.0,AVL 3<br/>@BUR 1 F,9.0,9.0,,1,90,0,2,0,0,3,2,0,0,0,1,0,2,0,0,0,0,0,1,0,3,16%,1,0,1,0,0,10.0,-1.0,-0.11
Douglas Luiz,AVL,M,48.0,AVL 3<br/>@BUR 1 F,7.0,7.0,,1,85,0,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,3,97%,1,0,1,0,0,7.5,-0.5,-0.07
John McGinn,AVL,M,87.0,AVL 3<br/>@BUR 1 F,7.0,7.0,,1,90,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,64%,1,0,2,0,0,7.0,0.0,0.0
Diego Carlos,AVL,D,308.0,AVL 3<br/>@BUR 1 F,4.0,4.0,,1,90,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,0,1,0,3,4%,1,0,1,0,0,4.0,-2.0,0.0
Ezri Konsa,AVL,D,192.0,AVL 3<br/>@BUR 1 F,3.5,3.5,,1,90,0,0,0,0,2,0,0,0,0,1,2,1,0,1,0,0,0,1,0,3,19%,1,0,1,0,0,3.5,-2.0,0.0
Nicolo Zaniolo,AVL,M,236.0,AVL 3<br/>@BUR 1 F,2.0,2.0,,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38%,0,0,2,0,0,2.0,0.0,0.0
Pau Torres,AVL,D,209.0,AVL 3<br/>@BUR 1 F,0.75,0.75,,1,90,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,3,58%,1,0,0,0,0,0.75,-2.0,0.0
Youri Tielemans,AVL,M,365.0,AVL 3<br/>@BUR 1 F,0.0,0.0,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34%,0,0,0,0,0,0.0,0.0,
Jhon Duran,AVL,F,187.0,AVL 3<br/>@BUR 1 F,0.0,0.0,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0,0,0,0,0.0,0.0,
Bertrand Traore,AVL,M,686.0,AVL 3<br/>@BUR 1 F,0.0,0.0,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0%,0,0,0,0,0,0.0,0.0,
Lucas Digne,AVL,D,35.0,AVL 0<br/>@LIV 3 F,10.5,10.5,,1,90,0,4,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,3,0,4,90%,1,0,2,0,0,10.5,-6.0,0.0
Leon Bailey,AVL,F,117.0,AVL 0<br/>@LIV 3 F,5.0,5.0,,1,45,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,4,56%,0,0,0,0,0,5.0,0.0,0.0
Nicolo Zaniolo,AVL,M,236.0,AVL 0<br/>@LIV 3 F,4.5,4.5,,1,24,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,38%,0,0,1,0,0,5.0,-0.5,-0.11
Moussa Diaby,AVL,F,20.0,AVL 0<br/>@LIV 3 F,4.0,4.0,,1,90,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,4,97%,1,0,0,0,0,4.0,0.0,0.0
John McGinn,AVL,M,87.0,AVL 0<br/>@LIV 3 F,4.0,4.0,,1,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,4,64%,1,0,1,0,0,4.0,0.0,0.0
Douglas Luiz,AVL,M,48.0,AVL 0<br/>@LIV 3 F,3.5,3.5,,1,71,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,0,4,97%,1,0,0,0,0,4.0,-0.5,-0.14
Boubacar Kamara,AVL,M,109.0,AVL 0<br/>@LIV 3 F,2.0,2.0,,1,90,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,4,16%,1,0,4,0,0,4.0,-2.0,-1.0
Ollie Watkins,AVL,F,3.0,AVL 0<br/>@LIV 3 F,1.0,1.0,,1,72,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,4,100%,1,0,0,1,0,2.0,-1.0,-1.0
Ezri Konsa,AVL,D,192.0,AVL 0<br/>@LIV 3 F,0.75,0.75,,1,90,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,3,0,4,19%,1,0,0,0,0,0.75,-6.0,0.0
Pau Torres,AVL,D,209.0,AVL 0<br/>@LIV 3 F,0.5,0.5,,1,90,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,3,0,4,58%,1,0,0,0,0,0.5,-6.0,0.0
Youri Tielemans,AVL,M,365.0,AVL 0<br/>@LIV 3 F,0.5,0.5,,1,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,34%,0,0,0,0,0,1.0,-0.5,-1.0
Jhon Duran,AVL,F,187.0,AVL 0<br/>@LIV 3 F,-0.5,-0.5,,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5%,0,0,1,0,0,0.0,-0.5,1.0
Diego Carlos,AVL,D,308.0,AVL 0<br/>@LIV 3 F,-1.75,-1.75,,1,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4%,1,0,0,0,0,-1.75,-2.0,-0.0
Matty Cash,AVL,D,66.0,AVL 0<br/>@LIV 3 F,-8.5,-8.5,,1,90,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,4,96%,1,0,1,0,0,-3.5,-11.0,0.59
Douglas Luiz,AVL,M,48.0,CRY 1<br/>@AVL 3 F,19.5,19.5,,1,90,1,1,0,1,4,1,0,0,1,1,1,1,0,0,0,0,0,1,0,5,97%,1,1,1,0,1,11.0,-0.5,0.44
Lucas Digne,AVL,D,35.0,CRY 1<br/>@AVL 3 F,18.0,18.0,,1,90,0,2,1,0,1,3,0,0,4,1,2,0,0,4,0,0,0,1,0,5,90%,1,1,3,0,0,12.5,-3.5,0.31
Leon Bailey,AVL,F,117.0,CRY 1<br/>@AVL 3 F,13.0,13.0,,1,32,1,0,0,1,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,5,56%,0,1,4,0,0,6.5,-2.5,0.5
Ollie Watkins,AVL,F,3.0,CRY 1<br/>@AVL 3 F,12.5,12.5,,1,88,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,100%,1,0,1,0,0,6.5,0.0,0.48
Jhon Duran,AVL,F,187.0,CRY 1<br/>@AVL 3 F,12.5,12.5,,1,18,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5%,0,1,6,0,0,5.5,-2.0,0.56
Moussa Diaby,AVL,F,20.0,CRY 1<br/>@AVL 3 F,10.5,10.5,,1,90,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,97%,1,1,0,1,0,5.0,-0.5,0.52
Ezri Konsa,AVL,D,192.0,CRY 1<br/>@AVL 3 F,4.5,4.5,,1,90,0,0,0,0,1,0,0,0,0,1,2,0,1,3,0,0,0,1,0,5,19%,1,0,0,0,0,4.5,-2.0,0.0
Nicolo Zaniolo,AVL,M,236.0,CRY 1<br/>@AVL 3 F,3.5,3.5,,1,56,0,3,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,5,38%,1,0,3,0,0,7.5,-4.0,-1.14
Boubacar Kamara,AVL,M,109.0,CRY 1<br/>@AVL 3 F,1.5,1.5,,1,57,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,16%,1,0,1,0,0,2.0,-0.5,-0.33
John McGinn,AVL,M,87.0,CRY 1<br/>@AVL 3 F,1.0,1.0,,1,70,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,5,64%,1,0,5,0,0,4.0,-3.0,-3.0
Youri Tielemans,AVL,M,365.0,CRY 1<br/>@AVL 3 F,0.5,0.5,,1,31,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,34%,0,0,0,0,0,1.0,-0.5,-1.0
Matty Cash,AVL,D,66.0,CRY 1<br/>@AVL 3 F,0.25,0.25,,1,90,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,5,96%,1,0,4,0,0,2.25,-4.0,-8.0
Pau Torres,AVL,D,209.0,CRY 1<br/>@AVL 3 F,0.25,0.25,,1,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,58%,1,0,0,0,0,0.25,-2.0,0.0
Leander Dendoncker,AVL,M,383.0,CRY 1<br/>@AVL 3 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0%,0,0,0,0,0,0.0,0.0,
Boubacar Kamara,AVL,M,109.0,AVL 1<br/>@CHE 0 F,16.0,16.0,,1,88,0,4,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,6,16%,1,0,1,0,0,15.0,0.0,0.06
Ezri Konsa,AVL,D,192.0,AVL 1<br/>@CHE 0 F,13.5,13.5,,1,90,0,0,0,0,1,0,0,0,0,1,6,0,2,2,0,0,0,0,1,6,19%,1,0,0,0,0,7.5,0.0,0.44
Ollie Watkins,AVL,F,3.0,AVL 1<br/>@CHE 0 F,13.0,13.0,,1,88,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,100%,1,1,0,0,0,4.0,0.0,0.69
Pau Torres,AVL,D,209.0,AVL 1<br/>@CHE 0 F,12.5,12.5,,1,90,0,1,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,6,58%,1,0,0,0,0,6.5,0.0,0.48
Matty Cash,AVL,D,66.0,AVL 1<br/>@CHE 0 F,11.5,11.5,,1,90,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,6,96%,1,0,0,0,0,5.5,0.0,0.52
Lucas Digne,AVL,D,35.0,AVL 1<br/>@CHE 0 F,10.5,10.5,,1,90,0,0,0,1,2,1,1,0,0,3,0,0,0,0,0,0,0,0,1,6,90%,1,0,4,0,0,7.0,-2.5,0.33
Nicolo Zaniolo,AVL,M,236.0,AVL 1<br/>@CHE 0 F,6.0,6.0,,1,74,0,0,0,1,0,3,0,0,0,0,2,4,0,1,0,0,0,0,1,6,38%,1,0,2,0,0,6.5,-1.5,-0.08
Moussa Diaby,AVL,F,20.0,AVL 1<br/>@CHE 0 F,3.5,3.5,,1,80,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,97%,1,0,0,1,0,4.0,-0.5,-0.14
Douglas Luiz,AVL,M,48.0,AVL 1<br/>@CHE 0 F,3.5,3.5,,1,90,0,0,0,0,1,1,1,0,0,1,2,1,1,2,0,0,0,0,1,6,97%,1,0,6,0,0,5.0,-2.5,-0.43
John McGinn,AVL,M,87.0,AVL 1<br/>@CHE 0 F,3.5,3.5,,1,74,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6,64%,1,0,1,0,0,3.0,-0.5,0.14
Jacob Ramsey,AVL,M,248.0,AVL 1<br/>@CHE 0 F,3.5,3.5,,1,14,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64%,0,0,0,0,0,4.0,-0.5,-0.14
Leon Bailey,AVL,F,117.0,AVL 1<br/>@CHE 0 F,2.0,2.0,,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56%,0,0,2,0,0,2.0,0.0,0.0
Leander Dendoncker,AVL,M,383.0,AVL 1<br/>@CHE 0 F,1.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0%,0,0,0,0,0,1.0,0.0,0.0
Youri Tielemans,AVL,M,365.0,AVL 1<br/>@CHE 0 F,-0.5,-0.5,,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34%,0,0,0,0,0,0.0,-0.5,1.0
Jhon Duran,AVL,F,187.0,AVL 1<br/>@CHE 0 F,-0.5,-0.5,,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5%,0,0,1,0,0,0.5,-1.0,2.0
Matty Cash,AVL,D,74.0,WHU Sun 8:30AM,13.5,13.5,98%,1,90,0,1,1,0,4,0,0,0,0,1,2,0,1,0,0,0,0,1,0,7,,1,1,0,0,0,6.5,-2.0,0.52
Moussa Diaby,AVL,F,27.0,WHU Sun 8:30AM,21.0,21.0,97%,1,78,0,1,2,2,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,7,,1,1,1,0,0,10.0,-1.0,0.52
Lucas Digne,AVL,D,43.0,WHU Sun 8:30AM,0.25,0.25,90%,1,90,0,1,0,0,2,3,1,0,1,0,3,0,0,0,0,0,0,1,0,7,,1,0,4,0,0,3.75,-5.5,-14.0
Jhon Duran,AVL,F,220.0,WHU Sun 8:30AM,-1.5,-1.5,5%,1,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,,0,0,4,0,0,0.5,-2.0,1.33
Boubacar Kamara,AVL,M,119.0,WHU Sun 8:30AM,5.5,5.5,20%,1,88,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,7,,1,0,3,0,0,5.5,0.0,0.0
Ezri Konsa,AVL,D,195.0,WHU Sun 8:30AM,-0.75,-0.75,23%,1,90,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,1,0,7,,1,0,4,0,0,1.25,-4.0,2.67
John McGinn,AVL,M,73.0,WHU Sun 8:30AM,15.5,15.5,74%,1,90,0,3,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,7,,1,1,3,0,0,10.0,-0.5,0.35
Jacob Ramsey,AVL,M,270.0,WHU Sun 8:30AM,12.0,12.0,59%,1,32,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,,0,1,0,0,0,3.5,-0.5,0.71
Douglas Luiz,AVL,M,50.0,WHU Sun 8:30AM,12.5,12.5,98%,1,90,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,,1,1,5,0,0,6.0,-2.5,0.52
Youri Tielemans,AVL,M,378.0,WHU Sun 8:30AM,0.0,0.0,32%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,0.0,0.0,
