minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
62,Kyle Walker,Manchester City,0.02,,Off Target,29.0,Right Foot,,Mateo Kovačić,Pass (Live),Rodri,Pass (Live)
63,Erling Haaland,Manchester City,0.21,0.45,Goal,4.0,Head,,Jack Grealish,Pass (Live),Mateo Kovačić,Pass (Live)
74,Gustavo Hamer,Sheffield Utd,0.15,,Blocked,22.0,Right Foot,,Yasser Larouci,Pass (Live),,
74,Anel Ahmedhodzic,Sheffield Utd,0.03,,Off Target,29.0,Right Foot,Volley,,,,
76,Julian Alvarez,Manchester City,0.03,,Off Target,26.0,Right Foot,,Bernardo Silva,Pass (Live),Rodri,Pass (Live)
77,Oliver McBurnie,Sheffield Utd,0.02,,Off Target,13.0,Head,,Oliver Norwood,Pass (Dead),,
79,Julian Alvarez,Manchester City,0.07,0.11,Saved,28.0,Right Foot,Free kick,Bernardo Silva,Fouled,Julián Álvarez,Pass (Live)
84,Mateo Kovacic,Manchester City,0.03,0.04,Saved,25.0,Right Foot,,Jack Grealish,Pass (Live),Mateo Kovačić,Pass (Live)
85,Jayden Bogle,Sheffield Utd,0.09,0.36,Goal,13.0,Right Foot,,Bénie Adama Traore,Pass (Live),,
87,Julian Alvarez,Manchester City,0.2,,Off Target,14.0,Right Foot,,Phil Foden,Pass (Live),Phil Foden,Take-On
88,Erling Haaland,Manchester City,0.35,,Off Target,7.0,Head,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live)
88,Rodri,Manchester City,0.13,0.41,Goal,13.0,Left Foot,,Kyle Walker,Pass (Live),Erling Haaland,Shot
90,Anel Ahmedhodzic,Sheffield Utd,0.32,,Off Target,4.0,Right Foot,Volley,Oliver McBurnie,Pass (Live),Bénie Adama Traore,Pass (Live)
90+2,Yasser Larouci,Sheffield Utd,0.06,,Off Target,16.0,Left Foot,,Gustavo Hamer,Pass (Live),Yasser Larouci,Pass (Live)
90+4,Phil Foden,Manchester City,0.02,,Blocked,22.0,Left Foot,,Kyle Walker,Pass (Live),Nathan Aké,Pass (Live)
2,Ross Barkley,Luton Town,0.04,,Off Target,21.0,Right Foot,Volley,Amari'i Bell,Pass (Live),Tahith Chong,Pass (Live)
13,Said Benrahma,West Ham,0.03,,Off Target,18.0,Right Foot,Volley,Saïd Benrahma,Take-On,Emerson Palmieri,Pass (Live)
14,Tahith Chong,Luton Town,0.03,,Blocked,31.0,Left Foot,,Marvelous Nakamba,Pass (Live),Carlton Morris,Pass (Live)
15,Ross Barkley,Luton Town,0.12,,Off Target,15.0,Left Foot,,Ross Barkley,Take-On,Alfie Doughty,Pass (Live)
24,Mads Juel Andersen,Luton Town,0.09,,Off Target,8.0,Head,,Ross Barkley,Pass (Dead),,
26,Jarrod Bowen,West Ham,0.03,,Off Target,23.0,Left Foot,Volley,Nayef Aguerd,Pass (Live),Emerson Palmieri,Pass (Live)
29,Said Benrahma,West Ham,0.01,,Off Target,26.0,Right Foot,Volley,Emerson Palmieri,Pass (Live),Saïd Benrahma,Pass (Live)
36,Edson Alvarez,West Ham,0.14,,Blocked,19.0,Right Foot,,Jarrod Bowen,Pass (Live),Jarrod Bowen,Take-On
36,Said Benrahma,West Ham,0.08,,Off Target,20.0,Left Foot,,Edson Álvarez,Pass (Live),Edson Álvarez,Shot
37,Jarrod Bowen,West Ham,0.44,0.91,Goal,6.0,Head,,Lucas Paquetá,Pass (Live),Edson Álvarez,Pass (Live)
39,Elijah Adebayo,Luton Town,0.08,,Off Target,15.0,Right Foot,,Amari'i Bell,Pass (Live),Ryan John Giles,Pass (Live)
41,Carlton Morris,Luton Town,0.04,,Off Target,8.0,Head,,Ryan John Giles,Pass (Live),Ryan John Giles,Take-On
44,Reece Burke,Luton Town,0.15,,Off Target,8.0,Head,,Ross Barkley,Pass (Dead),Ryan John Giles,Pass (Live)
44,Tahith Chong,Luton Town,0.18,,Off Target,3.0,Left Foot,,Reece Burke,Shot,,
53,Alfie Doughty,Luton Town,0.01,,Blocked,25.0,Left Foot,,Alfie Doughty,Take-On,Carlton Morris,Pass (Live)
54,Said Benrahma,West Ham,0.09,,Blocked,11.0,Right Foot,,James Ward-Prowse,Take-On,Michail Antonio,Interception
57,Elijah Adebayo,Luton Town,0.2,,Blocked,5.0,Right Foot,Volley,Marvelous Nakamba,Pass (Live),Carlton Morris,Pass (Live)
57,Elijah Adebayo,Luton Town,0.15,,Off Target,3.0,Right Foot,,Elijah Adebayo,Shot,,
61,Reece Burke,Luton Town,0.04,,Blocked,8.0,Right Foot,Volley,Ross Barkley,Pass (Dead),Alfie Doughty,Pass (Live)
61,Reece Burke,Luton Town,0.07,,Off Target,9.0,Head,,Ross Barkley,Pass (Dead),Reece Burke,Shot
63,Said Benrahma,West Ham,0.02,0.03,Saved,16.0,Right Foot,Volley,Vladimír Coufal,Pass (Live),James Ward-Prowse,Pass (Live)
83,Carlton Morris,Luton Town,0.13,,Off Target,9.0,Right Foot,,Pelly Ruddock Mpanzu,Pass (Live),Chiedozie Ogbene,Pass (Live)
85,Kurt Zouma,West Ham,0.2,0.38,Goal,8.0,Head,,James Ward-Prowse,Pass (Dead),Lucas Paquetá,Pass (Live)
90+2,Mads Juel Andersen,Luton Town,0.12,0.76,Goal,8.0,Head,,Carlton Morris,Pass (Live),Amari'i Bell,Pass (Live)
90+6,Chiedozie Ogbene,Luton Town,0.03,,Blocked,13.0,Left Foot,,Cauley Woodrow,Pass (Live),Issa Kaboré,Pass (Live)
7,Mathias Jensen,Brentford,0.04,0.07,Goal,21.0,Right Foot,Free kick,Kevin Schade,Fouled,Ethan Pinnock,Pass (Live)
11,Vitaly Janelt,Brentford,0.04,,Blocked,24.0,Left Foot,,,,,
19,Dominic Solanke,Bournemouth,0.44,0.86,Saved,7.0,Right Foot,,Ryan Christie,Take-On,Ryan Christie,Take-On
20,Ryan Christie,Bournemouth,0.04,,Off Target,23.0,Left Foot,,Dominic Solanke,Pass (Live),Philip Billing,Pass (Live)
20,Antoine Semenyo,Bournemouth,0.09,,Blocked,18.0,Left Foot,,Ryan Christie,Shot,,
22,Kevin Schade,Brentford,0.15,0.44,Saved,18.0,Right Foot,,Christian Nørgaard,Pass (Live),Mathias Jensen,Pass (Live)
24,Yoane Wissa,Brentford,0.05,,Off Target,15.0,Right Foot,,Kevin Schade,Pass (Live),Ben Mee,Pass (Live)
28,Ryan Christie,Bournemouth,0.06,,Off Target,19.0,Left Foot,,Philip Billing,Pass (Live),Ryan Christie,Pass (Live)
30,Justin Kluivert,Bournemouth,0.06,,Blocked,13.0,Right Foot,,Lewis Cook,Pass (Live),Marcos Senesi,Pass (Live)
30,Dominic Solanke,Bournemouth,0.18,0.09,Goal,13.0,Right Foot,,Marcos Senesi,Pass (Live),Milos Kerkez,Tackle
34,Ethan Pinnock,Brentford,0.33,,Off Target,8.0,Head,,Mathias Jensen,Pass (Dead),Yoane Wissa,Fouled
40,Aaron Hickey,Brentford,0.03,,Off Target,31.0,Left Foot,Deflected,,,,
45,Antoine Semenyo,Bournemouth,0.09,0.09,Saved,11.0,Head,,Philip Billing,Pass (Live),Marcos Senesi,Pass (Live)
47,Bryan Mbeumo,Brentford,0.26,,Off Target,10.0,Left Foot,,Rico Henry,Take-On,Vitaly Janelt,Pass (Live)
48,Vitaly Janelt,Brentford,0.14,0.03,Saved,9.0,Head,,Kevin Schade,Pass (Live),Christian Nørgaard,Pass (Live)
49,Ryan Christie,Bournemouth,0.05,0.12,Saved,16.0,Right Foot,,Max Aarons,Pass (Live),Dominic Solanke,Pass (Live)
55,Kevin Schade,Brentford,0.11,,Off Target,9.0,Head,,Ben Mee,Pass (Live),Bryan Mbeumo,Pass (Dead)
55,Christian Norgaard,Brentford,0.04,,Off Target,8.0,Head,,Mathias Jensen,Pass (Dead),Kevin Schade,Shot
57,Philip Billing,Bournemouth,0.04,,Off Target,11.0,Left Foot,,Marcos Senesi,Pass (Live),Illia Zabarnyi,Pass (Live)
58,Philip Billing,Bournemouth,0.03,,Off Target,26.0,Right Foot,,Milos Kerkez,Pass (Live),Philip Billing,Pass (Live)
59,Yoane Wissa,Brentford,0.12,,Woodwork,12.0,Left Foot,,Rico Henry,Pass (Live),Yoane Wissa,Pass (Live)
64,Rico Henry,Brentford,0.02,,Off Target,30.0,Left Foot,,Ethan Pinnock,Pass (Live),,
74,Christian Norgaard,Brentford,0.1,0.07,Saved,9.0,Head,,Bryan Mbeumo,Pass (Dead),Rico Henry,Pass (Live)
74,Frank Onyeka,Brentford,0.04,0.13,Saved,23.0,Right Foot,,Aaron Hickey,Pass (Live),Frank Onyeka,Pass (Live)
76,Keane Lewis-Potter,Brentford,0.45,,Woodwork,4.0,Left Foot,Volley,Frank Onyeka,Pass (Live),Bryan Mbeumo,Pass (Live)
77,David Brooks,Bournemouth,0.96,0.88,Goal,5.0,Left Foot,,David Brooks,Take-On,Marcus Tavernier,Pass (Live)
81,David Brooks,Bournemouth,0.05,,Off Target,19.0,Left Foot,,Lewis Cook,Pass (Live),,
83,Kristoffer Ajer,Brentford,0.17,0.05,Saved,5.0,Left Foot,Volley,Bryan Mbeumo,Pass (Live),Christian Nørgaard,Pass (Live)
85,Michael Olakigbe,Brentford,0.02,,Blocked,17.0,Right Foot,,Christian Nørgaard,Pass (Live),Ethan Pinnock,Pass (Live)
90+1,Keane Lewis-Potter,Brentford,0.02,,Off Target,16.0,Head,,Frank Onyeka,Pass (Live),Rico Henry,Pass (Live)
90+3,Bryan Mbeumo,Brentford,0.55,0.75,Goal,16.0,Left Foot,,Nathan Collins,Pass (Live),,
90+7,Yoane Wissa,Brentford,0.22,,Blocked,6.0,Right Foot,,Frank Onyeka,Pass (Live),Christian Nørgaard,Pass (Live)
90+7,Frank Onyeka,Brentford,0.03,,Off Target,16.0,Right Foot,Volley,Michael Olakigbe,Pass (Live),Ethan Pinnock,Pass (Live)
1,Alexander Isak,Newcastle Utd,0.16,,Off Target,9.0,Right Foot,,Bruno Guimarães,Pass (Live),Kieran Trippier,Pass (Live)
3,Alexander Isak,Newcastle Utd,0.21,,Off Target,14.0,Right Foot,,Sandro Tonali,Pass (Live),,
5,Solly March,Brighton,0.03,,Off Target,21.0,Left Foot,,Solly March,Pass (Live),Jan Paul van Hecke,Pass (Live)
7,Joao Pedro,Brighton,0.07,,Off Target,10.0,Head,,Pascal Groß,Pass (Live),Solly March,Pass (Dead)
11,Pervis Estupinan,Brighton,0.02,,Off Target,25.0,Right Foot,,Lewis Dunk,Pass (Live),Solly March,Pass (Dead)
14,Evan Ferguson,Brighton,0.06,0.12,Saved,12.0,Left Foot,,Billy Gilmour,Pass (Live),Kaoru Mitoma,Pass (Live)
16,Kaoru Mitoma,Brighton,0.03,,Blocked,23.0,Right Foot,,Pervis Estupiñán,Pass (Live),Solly March,Interception
19,Kaoru Mitoma,Brighton,0.03,,Blocked,18.0,Right Foot,,João Pedro,Pass (Live),Billy Gilmour,Pass (Live)
27,Kaoru Mitoma,Brighton,0.08,0.21,Saved,8.0,Left Foot,,Pervis Estupiñán,Pass (Live),,
27,Billy Gilmour,Brighton,0.02,0.1,Saved,29.0,Right Foot,,Kaoru Mitoma,Shot,,
27,Evan Ferguson,Brighton,0.64,0.82,Goal,7.0,Right Foot,,Billy Gilmour,Shot,,
28,Joelinton,Newcastle Utd,0.12,,Off Target,17.0,Left Foot,,Joelinton,Take-On,Anthony Gordon,Pass (Live)
29,Joao Pedro,Brighton,0.14,,Off Target,16.0,Right Foot,,Kaoru Mitoma,Pass (Live),Evan Ferguson,Pass (Live)
32,Kaoru Mitoma,Brighton,0.04,,Blocked,15.0,Right Foot,,João Pedro,Pass (Live),Lewis Dunk,Pass (Dead)
39,Alexander Isak,Newcastle Utd,0.04,,Blocked,21.0,Right Foot,,Sandro Tonali,Pass (Live),Bruno Guimarães,Pass (Live)
44,Lewis Dunk,Brighton,0.01,,Off Target,15.0,Head,,Pascal Groß,Pass (Dead),João Pedro,Fouled
65,Evan Ferguson,Brighton,0.03,0.26,Goal,30.0,Right Foot,,Billy Gilmour,Pass (Live),Lewis Dunk,Pass (Live)
67,Anthony Gordon,Newcastle Utd,0.2,,Off Target,13.0,Right Foot,,Elliot Anderson,Pass (Live),Alexander Isak,Pass (Live)
70,Evan Ferguson,Brighton,0.05,0.23,Goal,20.0,Left Foot,Deflected,Kaoru Mitoma,Pass (Live),Billy Gilmour,Pass (Live)
72,Alexander Isak,Newcastle Utd,0.03,,Blocked,20.0,Right Foot,,Alexander Isak,Take-On,Matt Targett,Pass (Live)
75,Harvey Barnes,Newcastle Utd,0.03,,Blocked,20.0,Right Foot,,Sean Longstaff,Pass (Live),Callum Wilson,Pass (Live)
87,Fabian Schar,Newcastle Utd,0.02,0.16,Saved,8.0,Head,,Kieran Trippier,Pass (Dead),Anthony Gordon,Fouled
90,Simon Adingra,Brighton,0.1,,Blocked,11.0,Right Foot,Volley,Kaoru Mitoma,Pass (Live),Pervis Estupiñán,Pass (Live)
90+2,Callum Wilson,Newcastle Utd,0.43,0.24,Goal,9.0,Right Foot,,Callum Wilson,Take-On,Sean Longstaff,Pass (Live)
4,Lyle Foster,Burnley,0.36,0.6,Goal,9.0,Left Foot,,Luca Koleosho,Pass (Live),Connor Roberts,Pass (Live)
8,Manor Solomon,Tottenham,0.07,,Blocked,11.0,Right Foot,,Son Heung-min,Pass (Live),Pedro Porro,Pass (Live)
14,Manor Solomon,Tottenham,0.05,,Blocked,10.0,Right Foot,,,,,
16,Son Heung-min,Tottenham,0.2,0.33,Goal,8.0,Right Foot,,Manor Solomon,Pass (Live),Son Heung-min,Pass (Live)
18,James Maddison,Tottenham,0.01,0.39,Saved,61.0,Right Foot,,,,,
19,Luca Koleosho,Burnley,0.04,,Off Target,12.0,Head,,Jóhann Berg Guðmundsson,Pass (Live),Lyle Foster,Pass (Live)
21,Zeki Amdouni,Burnley,0.03,,Off Target,28.0,Right Foot,,Sander Berge,Pass (Live),Connor Roberts,Pass (Live)
24,Luca Koleosho,Burnley,0.04,,Blocked,21.0,Right Foot,,Luca Koleosho,Take-On,Sander Berge,Pass (Live)
30,Pape Matar Sarr,Tottenham,0.05,,Blocked,20.0,Right Foot,,Son Heung-min,Pass (Live),Manor Solomon,Pass (Live)
30,James Maddison,Tottenham,0.14,0.05,Saved,15.0,Left Foot,Deflected,Pape Matar Sarr,Shot,,
35,James Maddison,Tottenham,0.06,0.23,Saved,20.0,Right Foot,,Pape Matar Sarr,Pass (Live),James Maddison,Pass (Live)
35,Pedro Porro,Tottenham,0.02,,Blocked,25.0,Right Foot,,Dejan Kulusevski,Pass (Live),James Maddison,Shot
35,Pape Matar Sarr,Tottenham,0.32,0.8,Saved,8.0,Right Foot,,Pedro Porro,Shot,,
36,Pedro Porro,Tottenham,0.03,,Off Target,26.0,Right Foot,,Manor Solomon,Pass (Live),Manor Solomon,Take-On
45+1,Son Heung-min,Tottenham,0.04,,Blocked,28.0,Left Foot,,Pape Matar Sarr,Pass (Live),Manor Solomon,Pass (Live)
45+2,Pape Matar Sarr,Tottenham,0.05,,Blocked,15.0,Right Foot,,James Maddison,Pass (Live),Yves Bissouma,Pass (Live)
45+2,Cristian Romero,Tottenham,0.03,0.6,Goal,21.0,Right Foot,,Pape Matar Sarr,Shot,,
48,Son Heung-min,Tottenham,0.14,,Blocked,15.0,Right Foot,,Dejan Kulusevski,Pass (Live),,
49,James Maddison,Tottenham,0.06,0.17,Saved,13.0,Right Foot,,James Maddison,Take-On,Manor Solomon,Pass (Live)
51,Josh Brownhill,Burnley,0.02,,Off Target,31.0,Right Foot,,Luca Koleosho,Take-On,Connor Roberts,Pass (Live)
54,James Maddison,Tottenham,0.09,0.37,Goal,23.0,Right Foot,,Destiny Udogie,Pass (Live),,
56,Lyle Foster,Burnley,0.19,0.83,Saved,15.0,Right Foot,Deflected,Zeki Amdouni,Pass (Live),Connor Roberts,Pass (Live)
57,Hannes Delcroix,Burnley,0.06,,Off Target,8.0,Head,,Josh Brownhill,Pass (Dead),Lyle Foster,Shot
61,Yves Bissouma,Tottenham,0.03,0.49,Saved,24.0,Right Foot,,Son Heung-min,Pass (Live),Yves Bissouma,Pass (Live)
62,Yves Bissouma,Tottenham,0.02,,Off Target,25.0,Right Foot,,Manor Solomon,Pass (Live),James Maddison,Pass (Live)
63,Son Heung-min,Tottenham,0.19,0.43,Goal,15.0,Right Foot,,Manor Solomon,Pass (Live),Destiny Udogie,Pass (Live)
66,Son Heung-min,Tottenham,0.55,0.8,Goal,10.0,Left Foot,,Pedro Porro,Pass (Live),James Maddison,Pass (Live)
76,Pedro Porro,Tottenham,0.13,,Off Target,13.0,Right Foot,,Ivan Perišić,Pass (Live),Yves Bissouma,Pass (Live)
77,Josh Cullen,Burnley,0.03,,Blocked,27.0,Right Foot,,Lyle Foster,Pass (Live),Jack Cork,Pass (Live)
78,Ameen Al-Dakhil,Burnley,0.02,,Blocked,21.0,Right Foot,Volley,Josh Brownhill,Pass (Dead),Connor Roberts,Pass (Live)
78,Ameen Al-Dakhil,Burnley,0.05,,Blocked,17.0,Right Foot,Volley,Ameen Al-Dakhil,Shot,,
79,Ameen Al-Dakhil,Burnley,0.02,,Off Target,25.0,Left Foot,Volley,Josh Brownhill,Pass (Live),Josh Cullen,Pass (Live)
80,Josh Brownhill,Burnley,0.06,,Blocked,22.0,Left Foot,,Jacob Bruun Larsen,Pass (Live),Josh Cullen,Pass (Live)
80,Dara O'Shea,Burnley,0.04,,Off Target,6.0,Head,,Connor Roberts,Pass (Live),Josh Brownhill,Pass (Dead)
82,Jacob Bruun Larsen,Burnley,0.06,,Blocked,24.0,Right Foot,Free kick,Nathan Redmond,Fouled,Josh Cullen,Pass (Live)
82,Hannes Delcroix,Burnley,0.23,0.06,Saved,9.0,Head,,Nathan Redmond,Pass (Live),Jacob Bruun Larsen,Pass (Live)
90+4,Josh Brownhill,Burnley,0.12,0.79,Goal,11.0,Left Foot,Deflected,Josh Cullen,Pass (Live),Josh Brownhill,Pass (Live)
1,Enzo Fernandez,Chelsea,0.04,,Blocked,21.0,Left Foot,,Nicolas Jackson,Take-On,Moisés Caicedo,Pass (Live)
2,Raheem Sterling,Chelsea,0.32,,Blocked,5.0,Left Foot,,Ben Chilwell,Pass (Live),Moisés Caicedo,Pass (Live)
16,Conor Gallagher,Chelsea,0.05,,Off Target,23.0,Left Foot,,,,,
22,Ben Chilwell,Chelsea,0.19,,Off Target,10.0,Right Foot,,Raheem Sterling,Pass (Live),Nicolas Jackson,Pass (Live)
26,Taiwo Awoniyi,Nott'ham Forest,0.13,,Off Target,8.0,Right Foot,Volley,Taiwo Awoniyi,Fouled,Matt Turner,Pass (Live)
31,Taiwo Awoniyi,Nott'ham Forest,0.1,,Off Target,5.0,Right Foot,Volley,Scott McKenna,Pass (Live),Morgan Gibbs-White,Pass (Dead)
35,Enzo Fernandez,Chelsea,0.08,,Off Target,21.0,Left Foot,,Malo Gusto,Pass (Live),Conor Gallagher,Pass (Live)
37,Ben Chilwell,Chelsea,0.07,,Blocked,25.0,Left Foot,Free kick,Nicolas Jackson,Fouled,Nicolas Jackson,Take-On
39,Nicolas Jackson,Chelsea,0.11,,Blocked,13.0,Right Foot,,Conor Gallagher,Pass (Live),Conor Gallagher,Tackle
43,Orel Mangala,Nott'ham Forest,0.01,,Off Target,25.0,Right Foot,Volley,Morgan Gibbs-White,Pass (Dead),Ola Aina,Fouled
45,Raheem Sterling,Chelsea,0.06,,Blocked,11.0,Right Foot,,Enzo Fernández,Pass (Live),Conor Gallagher,Pass (Live)
45+4,Nicolas Jackson,Chelsea,0.13,,Blocked,13.0,Right Foot,,Raheem Sterling,Pass (Live),Ben Chilwell,Pass (Live)
45+4,Enzo Fernandez,Chelsea,0.02,0.02,Saved,32.0,Right Foot,,Nicolas Jackson,Pass (Live),Nicolas Jackson,Take-On
45+6,Enzo Fernandez,Chelsea,0.07,,Blocked,28.0,Right Foot,Free kick,Moisés Caicedo,Fouled,Enzo Fernández,Pass (Live)
48,Ryan Yates,Nott'ham Forest,0.02,,Off Target,37.0,Right Foot,,Taiwo Awoniyi,Pass (Live),Orel Mangala,Interception
48,Anthony Elanga,Nott'ham Forest,0.43,0.68,Goal,16.0,Right Foot,,Taiwo Awoniyi,Pass (Live),Orel Mangala,Pass (Live)
53,Moises Caicedo,Chelsea,0.08,,Blocked,22.0,Left Foot,,Enzo Fernández,Pass (Live),Moisés Caicedo,Pass (Live)
54,Axel Disasi,Chelsea,0.1,,Off Target,8.0,Head,,Moisés Caicedo,Shot,,
56,Nicolas Jackson,Chelsea,0.3,,Blocked,8.0,Right Foot,,Enzo Fernández,Pass (Live),Raheem Sterling,Pass (Live)
64,Axel Disasi,Chelsea,0.03,,Blocked,26.0,Right Foot,,Thiago Silva,Pass (Live),Levi Colwill,Pass (Live)
78,Noni Madueke,Chelsea,0.02,,Blocked,18.0,Left Foot,,Enzo Fernández,Pass (Live),Thiago Silva,Pass (Live)
83,Nicolas Jackson,Chelsea,0.45,,Off Target,5.0,Right Foot,,Cole Palmer,Pass (Live),Enzo Fernández,Pass (Live)
86,Thiago Silva,Chelsea,0.06,0.15,Saved,9.0,Right Foot,,Enzo Fernández,Pass (Dead),Noni Madueke,Fouled
87,Mykhailo Mudryk,Chelsea,0.02,,Blocked,36.0,Right Foot,,Ian Maatsen,Pass (Live),,
88,Ian Maatsen,Chelsea,0.07,,Blocked,22.0,Left Foot,,Cole Palmer,Pass (Live),Cole Palmer,Take-On
89,Anthony Elanga,Nott'ham Forest,0.03,0.14,Saved,29.0,Right Foot,,Anthony Elanga,Take-On,Anthony Elanga,Take-On
90+5,Anthony Elanga,Nott'ham Forest,0.04,0.12,Saved,12.0,Right Foot,,Anthony Elanga,Take-On,Cheikhou Kouyaté,Pass (Live)
90+6,Raheem Sterling,Chelsea,0.05,,Off Target,14.0,Right Foot,,Axel Disasi,Pass (Live),Nicolas Jackson,Pass (Live)
30,Erling Haaland,Manchester City,0.07,,Off Target,13.0,Left Foot,,Mateo Kovačić,Pass (Live),Manuel Akanji,Pass (Live)
31,Julian Alvarez,Manchester City,0.57,0.86,Goal,8.0,Right Foot,,Erling Haaland,Shot,,
33,Bobby Reid,Fulham,0.41,0.3,Saved,5.0,Right Foot,Volley,Andreas Pereira,Pass (Dead),Bernd Leno,Pass (Live)
33,Raul Jimenez,Fulham,0.06,,Blocked,11.0,Right Foot,,Bobby Reid,Shot,,
33,Tim Ream,Fulham,0.96,0.97,Goal,1.0,Left Foot,,Raúl Jiménez,Shot,,
45+5,Nathan Ake,Manchester City,0.03,0.38,Goal,14.0,Head,,Phil Foden,Pass (Dead),Kyle Walker,Pass (Live)
47,Bobby Reid,Fulham,0.01,,Off Target,31.0,Right Foot,,Raúl Jiménez,Pass (Live),Bobby Reid,Pass (Live)
58,Erling Haaland,Manchester City,0.53,0.68,Goal,17.0,Left Foot,,Rodri,Pass (Live),Manuel Akanji,Pass (Live)
60,Luke Harris,Fulham,0.28,0.28,Saved,11.0,Right Foot,,Raúl Jiménez,Pass (Live),Raúl Jiménez,Take-On
64,Julian Alvarez,Manchester City,0.08,,Blocked,9.0,Left Foot,,Erling Haaland,Pass (Live),Rodri,Pass (Live)
70,Erling Haaland (pen),Manchester City,0.79,1.0,Goal,13.0,Left Foot,,Julián Álvarez,Fouled,Manuel Akanji,Pass (Live)
74,Raul Jimenez,Fulham,0.13,0.42,Saved,9.0,Right Foot,Deflected,Timothy Castagne,Pass (Live),Harrison Reed,Pass (Live)
90+5,Erling Haaland,Manchester City,0.19,0.46,Goal,15.0,Left Foot,,Sergio Gómez,Pass (Live),Sergio Gómez,Take-On
10,John Egan,Sheffield Utd,0.05,0.12,Saved,9.0,Head,,Oliver Norwood,Pass (Dead),Gustavo Hamer,Fouled
13,Oliver Norwood,Sheffield Utd,0.03,,Off Target,24.0,Right Foot,Volley,Gustavo Hamer,Pass (Live),,
14,Beto,Everton,0.04,,Blocked,23.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),Beto,Pass (Live)
14,Amadou Onana,Everton,0.05,,Blocked,10.0,Head,,Ashley Young,Pass (Dead),Beto,Shot
14,Abdoulaye Doucoure,Everton,0.79,0.9,Saved,4.0,Right Foot,,Amadou Onana,Shot,,
14,Abdoulaye Doucoure,Everton,0.91,0.99,Goal,2.0,Left Foot,,Abdoulaye Doucouré,Shot,,
18,Arnaut Danjuma,Everton,0.13,,Blocked,16.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),,
20,Yasser Larouci,Sheffield Utd,0.02,0.04,Saved,18.0,Left Foot,,Yasser Larouci,Take-On,,
21,Gustavo Hamer,Sheffield Utd,0.08,0.25,Saved,17.0,Right Foot,,George Baldock,Pass (Live),Gustavo Hamer,Pass (Live)
29,Arnaut Danjuma,Everton,0.04,,Off Target,13.0,Left Foot,,,,,
31,Abdoulaye Doucoure,Everton,0.05,,Blocked,25.0,Left Foot,,James Garner,Pass (Live),Idrissa Gana Gueye,Pass (Live)
33,Cameron Archer,Sheffield Utd,0.12,0.27,Goal,16.0,Right Foot,,Oliver McBurnie,Pass (Live),Gustavo Hamer,Pass (Live)
35,Beto,Everton,0.04,,Blocked,9.0,Right Foot,,Beto,Take-On,,
44,Arnaut Danjuma,Everton,0.15,0.69,Saved,4.0,Right Foot,,Beto,Pass (Live),Beto,Take-On
45+3,Cameron Archer,Sheffield Utd,0.06,,Woodwork,22.0,Right Foot,,Gustavo Hamer,Pass (Live),George Baldock,Pass (Live)
46,Beto,Everton,0.14,,Off Target,17.0,Left Foot,,Arnaut Danjuma,Pass (Live),Jarrad Branthwaite,Pass (Live)
51,Arnaut Danjuma,Everton,0.08,,Blocked,22.0,Right Foot,Free kick,Arnaut Danjuma,Fouled,Beto,Pass (Live)
53,Beto,Everton,0.04,,Off Target,9.0,Head,,Ashley Young,Pass (Dead),Beto,Take-On
55,Arnaut Danjuma,Everton,0.7,0.97,Goal,3.0,Left Foot,,Nathan Patterson,Pass (Live),Beto,Pass (Live)
56,Abdoulaye Doucoure,Everton,0.04,0.02,Saved,21.0,Right Foot,Deflected,Amadou Onana,Pass (Live),Beto,Pass (Live)
58,Yasser Larouci,Sheffield Utd,0.09,,Off Target,12.0,Left Foot,,Oliver Norwood,Pass (Live),Gustavo Hamer,Pass (Live)
71,Luke Thomas,Sheffield Utd,0.16,0.69,Saved,4.0,Left Foot,Volley,Oliver Norwood,Pass (Live),George Baldock,Pass (Dead)
71,Gustavo Hamer,Sheffield Utd,0.13,,Blocked,15.0,Right Foot,,Luke Thomas,Shot,,
76,Jack Robinson,Sheffield Utd,0.03,,Off Target,18.0,Left Foot,Volley,Chris Basham,Fouled,,
80,Ashley Young,Everton,0.07,0.1,Saved,29.0,Right Foot,Free kick,Amadou Onana,Fouled,Dwight McNeil,Pass (Live)
90,Jack Robinson,Sheffield Utd,0.08,,Blocked,15.0,Right Foot,Volley,George Baldock,Pass (Live),Oliver Norwood,Pass (Live)
90+6,Dwight McNeil,Everton,0.04,,Blocked,29.0,Left Foot,,Nathan Patterson,Pass (Dead),,
90+9,Oliver McBurnie,Sheffield Utd,0.11,0.14,Saved,9.0,Head,,Oliver Norwood,Pass (Dead),,
90+9,Oliver McBurnie,Sheffield Utd,0.29,0.47,Saved,5.0,Right Foot,Volley,Oliver McBurnie,Shot,,
3,Gabriel Martinelli,Arsenal,0.04,,Blocked,8.0,Right Foot,,Gabriel Martinelli,Take-On,Eddie Nketiah,Pass (Live)
13,Kai Havertz,Arsenal,0.26,,Off Target,11.0,Left Foot,,Eddie Nketiah,Pass (Live),,
15,Bukayo Saka,Arsenal,0.01,,Blocked,18.0,Left Foot,,,,,
