minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1.1,SCA 2,SCA 2.1,game_id,home_team,away_team
75,Abdoulaye Doucoure,Everton,0.09,,Blocked,10.0,Head,,Ashley Young,Pass (Live),Idrissa Gana Gueye,Pass (Live),2fe9d766,Everton,Newcastle Utd
79,Dwight McNeil,Everton,0.08,0.1,Goal,16.0,Left Foot,Deflected,,,,,2fe9d766,Everton,Newcastle Utd
82,Lewis Miley,Newcastle Utd,0.09,,Blocked,14.0,Right Foot,Volley,Valentino Livramento,Pass (Live),Bruno Guimaraes,Pass (Live),2fe9d766,Everton,Newcastle Utd
82,Miguel Almiron,Newcastle Utd,0.34,,Off Target,6.0,Head,,Lewis Miley,Shot,,,2fe9d766,Everton,Newcastle Utd
85,Jack Harrison,Everton,0.06,,Blocked,21.0,Right Foot,,James Tarkowski,Pass (Live),Jordan Pickford,Pass (Dead),2fe9d766,Everton,Newcastle Utd
86,Abdoulaye Doucoure,Everton,0.37,0.57,Goal,14.0,Right Foot,,Jack Harrison,Pass (Live),,,2fe9d766,Everton,Newcastle Utd
90+1,Alexander Isak,Newcastle Utd,0.26,,Off Target,16.0,Right Foot,,Joelinton,Pass (Live),Joelinton,Take-On,2fe9d766,Everton,Newcastle Utd
90+6,Beto,Everton,0.33,0.56,Goal,9.0,Right Foot,,Nathan Patterson,Pass (Live),James Tarkowski,Pass (Live),2fe9d766,Everton,Newcastle Utd
3,Luis Diaz,Liverpool,0.06,,Blocked,18.0,Right Foot,,Mohamed Salah,Pass (Live),Virgil van Dijk,Pass (Live),ec4145b4,Tottenham,Liverpool
4,Alexis Mac Allister,Liverpool,0.04,,Off Target,21.0,Left Foot,Volley,Andrew Robertson,Pass (Dead),Luis Diaz,Shot,ec4145b4,Tottenham,Liverpool
8,Dejan Kulusevski,Tottenham,0.03,,Blocked,18.0,Left Foot,,Pedro Porro,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
13,Cody Gakpo,Liverpool,0.11,0.19,Saved,10.0,Left Foot,,Andrew Robertson,Pass (Live),Luis Diaz,Pass (Live),ec4145b4,Tottenham,Liverpool
13,Andrew Robertson,Liverpool,0.05,0.03,Saved,9.0,Left Foot,Volley,Cody Gakpo,Shot,,,ec4145b4,Tottenham,Liverpool
19,Curtis Jones,Liverpool,0.06,,Blocked,15.0,Left Foot,Deflected,Dominik Szoboszlai,Pass (Live),Mohamed Salah,Pass (Live),ec4145b4,Tottenham,Liverpool
20,Joel Matip,Liverpool,0.02,,Off Target,10.0,Other,,Andrew Robertson,Pass (Dead),Curtis Jones,Shot,ec4145b4,Tottenham,Liverpool
22,Mohamed Salah,Liverpool,0.03,,Off Target,25.0,Left Foot,,Cody Gakpo,Pass (Live),Luis Diaz,Pass (Live),ec4145b4,Tottenham,Liverpool
29,Dejan Kulusevski,Tottenham,0.04,,Blocked,11.0,Left Foot,,Dejan Kulusevski,Take-On,James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
30,James Maddison,Tottenham,0.03,0.14,Saved,25.0,Left Foot,,Pedro Porro,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
33,Richarlison,Tottenham,0.11,,Off Target,13.0,Left Foot,,Dejan Kulusevski,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
36,Son Heung-min,Tottenham,0.7,0.47,Goal,8.0,Right Foot,,Richarlison,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
39,Cody Gakpo,Liverpool,0.02,,Blocked,10.0,Head,,Andrew Robertson,Pass (Dead),,,ec4145b4,Tottenham,Liverpool
41,Richarlison,Tottenham,0.07,0.18,Saved,10.0,Left Foot,,Cristian Romero,Pass (Live),Cristian Romero,Interception,ec4145b4,Tottenham,Liverpool
45+1,Son Heung-min,Tottenham,0.03,0.34,Saved,28.0,Right Foot,,Dejan Kulusevski,Pass (Live),,,ec4145b4,Tottenham,Liverpool
45+3,Pape Matar Sarr,Tottenham,0.02,,Off Target,31.0,Right Foot,,Destiny Udogie,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
45+4,Cody Gakpo,Liverpool,0.29,0.07,Goal,9.0,Right Foot,,Virgil van Dijk,Pass (Live),Dominik Szoboszlai,Pass (Live),ec4145b4,Tottenham,Liverpool
45+7,Cristian Romero,Tottenham,0.04,,Blocked,22.0,Right Foot,,Dejan Kulusevski,Pass (Live),Cristian Romero,Pass (Live),ec4145b4,Tottenham,Liverpool
45+8,Luis Diaz,Liverpool,0.6,,Off Target,8.0,Right Foot,,Mohamed Salah,Pass (Live),Joel Matip,Pass (Live),ec4145b4,Tottenham,Liverpool
48,Son Heung-min,Tottenham,0.04,,Blocked,23.0,Right Foot,,Richarlison,Pass (Live),Richarlison,Take-On,ec4145b4,Tottenham,Liverpool
49,Richarlison,Tottenham,0.05,,Blocked,22.0,Right Foot,,James Maddison,Pass (Live),Pape Matar Sarr,Pass (Live),ec4145b4,Tottenham,Liverpool
49,James Maddison,Tottenham,0.02,0.53,Saved,21.0,Left Foot,,Cristian Romero,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
51,Son Heung-min,Tottenham,0.11,0.43,Saved,17.0,Right Foot,Volley,Destiny Udogie,Pass (Live),Cristian Romero,Pass (Live),ec4145b4,Tottenham,Liverpool
52,Cristian Romero,Tottenham,0.07,,Blocked,9.0,Head,,James Maddison,Pass (Dead),Son Heung-min,Shot,ec4145b4,Tottenham,Liverpool
58,Pape Matar Sarr,Tottenham,0.05,0.04,Saved,30.0,Left Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),ec4145b4,Tottenham,Liverpool
61,Yves Bissouma,Tottenham,0.05,,Blocked,22.0,Right Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live),ec4145b4,Tottenham,Liverpool
73,James Maddison,Tottenham,0.03,,Blocked,23.0,Right Foot,,Manor Solomon,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
75,Virgil van Dijk,Liverpool,0.04,,Off Target,11.0,Head,,Trent Alexander-Arnold,Pass (Dead),Dominik Szoboszlai,Pass (Live),ec4145b4,Tottenham,Liverpool
78,Dominik Szoboszlai,Liverpool,0.01,0.04,Saved,32.0,Right Foot,,Andrew Robertson,Pass (Live),Wataru Endo,Pass (Live),ec4145b4,Tottenham,Liverpool
79,Pedro Porro,Tottenham,0.04,,Blocked,22.0,Left Foot,,James Maddison,Pass (Live),Manor Solomon,Pass (Live),ec4145b4,Tottenham,Liverpool
80,Richarlison,Tottenham,0.46,,Off Target,10.0,Right Foot,,Manor Solomon,Shot,,,ec4145b4,Tottenham,Liverpool
80,Manor Solomon,Tottenham,0.02,,Blocked,20.0,Right Foot,,James Maddison,Pass (Live),Cristian Romero,Pass (Live),ec4145b4,Tottenham,Liverpool
86,Yves Bissouma,Tottenham,0.06,,Off Target,24.0,Right Foot,Deflected,Manor Solomon,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
89,James Maddison,Tottenham,0.07,,Blocked,25.0,Right Foot,,Dejan Kulusevski,Pass (Live),James Maddison,Pass (Live),ec4145b4,Tottenham,Liverpool
90+2,Richarlison,Tottenham,0.09,0.09,Saved,9.0,Head,,Pedro Porro,Pass (Live),Pierre Hojbjerg,Pass (Live),ec4145b4,Tottenham,Liverpool
90+4,Pierre Hojbjerg,Tottenham,0.01,,Blocked,31.0,Right Foot,,Manor Solomon,Pass (Live),Pierre Hojbjerg,Pass (Live),ec4145b4,Tottenham,Liverpool
1,Gabriel Jesus,Arsenal,0.06,,Blocked,18.0,Right Foot,Volley,Martin Odegaard,Pass (Live),William Saliba,Pass (Live),bfbfbbe8,Liverpool,Arsenal
2,Gabriel Jesus,Arsenal,0.13,0.13,Saved,4.0,Head,,Bukayo Saka,Pass (Dead),Gabriel Jesus,Shot,bfbfbbe8,Liverpool,Arsenal
4,Gabriel Dos Santos,Arsenal,0.12,0.22,Goal,10.0,Head,,Martin Odegaard,Pass (Dead),Kai Havertz,Fouled,bfbfbbe8,Liverpool,Arsenal
13,Gabriel Jesus,Arsenal,0.02,,Off Target,15.0,Right Foot,,Gabriel Martinelli,Pass (Live),Martin Odegaard,Pass (Live),bfbfbbe8,Liverpool,Arsenal
14,Mohamed Salah,Liverpool,0.1,,Off Target,9.0,Left Foot,Volley,Cody Gakpo,Pass (Live),Wataru Endo,Pass (Live),bfbfbbe8,Liverpool,Arsenal
20,Bukayo Saka,Arsenal,0.03,,Blocked,18.0,Left Foot,,Bukayo Saka,Take-On,Ben White,Pass (Live),bfbfbbe8,Liverpool,Arsenal
20,Martin Odegaard,Arsenal,0.06,,Off Target,15.0,Right Foot,,Ben White,Pass (Live),Bukayo Saka,Pass (Live),bfbfbbe8,Liverpool,Arsenal
27,Curtis Jones,Liverpool,0.03,,Blocked,30.0,Right Foot,,Ibrahima Konate,Pass (Live),Trent Alexander-Arnold,Pass (Live),bfbfbbe8,Liverpool,Arsenal
29,Mohamed Salah,Liverpool,0.08,0.29,Goal,12.0,Left Foot,,Mohamed Salah,Take-On,Trent Alexander-Arnold,Pass (Live),bfbfbbe8,Liverpool,Arsenal
41,Gabriel Martinelli,Arsenal,0.14,,Off Target,14.0,Right Foot,,Gabriel Jesus,Pass (Live),Martin Odegaard,Pass (Live),bfbfbbe8,Liverpool,Arsenal
45+5,Dominik Szoboszlai,Liverpool,0.03,,Blocked,39.0,Right Foot,Free kick,Wataru Endo,Fouled,Trent Alexander-Arnold,Pass (Dead),bfbfbbe8,Liverpool,Arsenal
50,Mohamed Salah,Liverpool,0.08,0.22,Saved,17.0,Left Foot,Deflected,Curtis Jones,Pass (Live),Wataru Endo,Tackle,bfbfbbe8,Liverpool,Arsenal
52,Luis Diaz,Liverpool,0.08,,Off Target,18.0,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live),bfbfbbe8,Liverpool,Arsenal
54,Joe Gomez,Liverpool,0.02,,Off Target,16.0,Right Foot,,Luis Diaz,Pass (Live),Dominik Szoboszlai,Pass (Live),bfbfbbe8,Liverpool,Arsenal
57,Luis Diaz,Liverpool,0.01,,Blocked,29.0,Right Foot,,Joe Gomez,Pass (Live),Curtis Jones,Pass (Live),bfbfbbe8,Liverpool,Arsenal
58,Gabriel Jesus,Arsenal,0.05,,Off Target,13.0,Right Foot,,,,,,bfbfbbe8,Liverpool,Arsenal
60,Oleksandr Zinchenko,Arsenal,0.04,,Off Target,21.0,Left Foot,,Martin Odegaard,Pass (Live),Bukayo Saka,Take-On,bfbfbbe8,Liverpool,Arsenal
62,Dominik Szoboszlai,Liverpool,0.04,,Off Target,28.0,Right Foot,,Cody Gakpo,Pass (Live),Virgil van Dijk,Pass (Live),bfbfbbe8,Liverpool,Arsenal
71,Harvey Elliott,Liverpool,0.02,,Blocked,25.0,Left Foot,,Trent Alexander-Arnold,Pass (Live),,,bfbfbbe8,Liverpool,Arsenal
72,Trent Alexander-Arnold,Liverpool,0.41,,Woodwork,12.0,Right Foot,,Mohamed Salah,Pass (Live),,,bfbfbbe8,Liverpool,Arsenal
74,Joe Gomez,Liverpool,0.03,0.11,Saved,15.0,Left Foot,,Harvey Elliott,Pass (Live),Ryan Gravenberch,Pass (Live),bfbfbbe8,Liverpool,Arsenal
76,Darwin Nunez,Liverpool,0.03,,Off Target,12.0,Head,,Trent Alexander-Arnold,Pass (Dead),Joe Gomez,Shot,bfbfbbe8,Liverpool,Arsenal
80,Oleksandr Zinchenko,Arsenal,0.03,,Blocked,29.0,Left Foot,,Bukayo Saka,Pass (Live),Declan Rice,Pass (Live),bfbfbbe8,Liverpool,Arsenal
80,Declan Rice,Arsenal,0.02,,Blocked,26.0,Right Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),bfbfbbe8,Liverpool,Arsenal
81,Kai Havertz,Arsenal,0.02,,Off Target,15.0,Left Foot,,Oleksandr Zinchenko,Pass (Live),Declan Rice,Pass (Live),bfbfbbe8,Liverpool,Arsenal
90+1,Bukayo Saka,Arsenal,0.01,,Blocked,26.0,Left Foot,,Martin Odegaard,Pass (Live),,,bfbfbbe8,Liverpool,Arsenal
5,Antoine Semenyo,Bournemouth,0.02,,Blocked,25.0,Left Foot,,Antoine Semenyo,Take-On,Justin Kluivert,Pass (Live),331c942d,Bournemouth,Fulham
7,Bobby Reid,Fulham,0.04,,Blocked,21.0,Right Foot,Volley,Andreas Pereira,Pass (Dead),Tom Cairney,Pass (Live),331c942d,Bournemouth,Fulham
7,Antonee Robinson,Fulham,0.01,0.36,Saved,32.0,Left Foot,Volley,Bobby Reid,Shot,,,331c942d,Bournemouth,Fulham
9,Kenny Tete,Fulham,0.04,,Off Target,18.0,Left Foot,,Kenny Tete,Take-On,Kenny Tete,Take-On,331c942d,Bournemouth,Fulham
10,Dominic Solanke,Bournemouth,0.12,,Blocked,15.0,Right Foot,,Justin Kluivert,Pass (Live),Ryan Christie,Pass (Live),331c942d,Bournemouth,Fulham
11,Dango Ouattara,Bournemouth,0.13,,Blocked,8.0,Head,,Alex Scott,Pass (Live),Ryan Christie,Pass (Live),331c942d,Bournemouth,Fulham
16,Rodrigo Muniz,Fulham,0.09,,Blocked,9.0,Right Foot,,Antonee Robinson,Pass (Live),Alex Iwobi,Pass (Live),331c942d,Bournemouth,Fulham
28,Rodrigo Muniz,Fulham,0.02,,Blocked,33.0,Right Foot,,Andreas Pereira,Pass (Live),Bobby Reid,Pass (Live),331c942d,Bournemouth,Fulham
29,Rodrigo Muniz,Fulham,0.03,,Blocked,13.0,Head,,Antonee Robinson,Pass (Live),Tom Cairney,Pass (Live),331c942d,Bournemouth,Fulham
31,Justin Kluivert,Bournemouth,0.14,,Blocked,11.0,Right Foot,,Antoine Semenyo,Pass (Live),Antoine Semenyo,Take-On,331c942d,Bournemouth,Fulham
34,Marcus Tavernier,Bournemouth,0.01,,Off Target,17.0,Left Foot,Volley,,,,,331c942d,Bournemouth,Fulham
37,Marcus Tavernier,Bournemouth,0.03,,Blocked,19.0,Left Foot,,Marcus Tavernier,Pass (Live),Adam Smith,Pass (Live),331c942d,Bournemouth,Fulham
41,Dango Ouattara,Bournemouth,0.03,,Off Target,27.0,Left Foot,,Marcus Tavernier,Pass (Live),Alex Scott,Pass (Live),331c942d,Bournemouth,Fulham
44,Justin Kluivert,Bournemouth,0.15,0.21,Goal,11.0,Right Foot,,Alex Scott,Pass (Live),Alex Scott,Take-On,331c942d,Bournemouth,Fulham
58,Andreas Pereira,Fulham,0.03,0.14,Saved,34.0,Right Foot,Free kick,Rodrigo Muniz,Fouled,Bobby Reid,Pass (Live),331c942d,Bournemouth,Fulham
59,Marcus Tavernier,Bournemouth,0.04,,Blocked,21.0,Left Foot,,Justin Kluivert,Pass (Live),Ryan Christie,Pass (Live),331c942d,Bournemouth,Fulham
62,Dominic Solanke (pen),Bournemouth,0.79,0.97,Goal,13.0,Right Foot,,Antoine Semenyo,Fouled,Dango Ouattara,Pass (Live),331c942d,Bournemouth,Fulham
67,Dominic Solanke,Bournemouth,0.1,,Blocked,9.0,Right Foot,,Illia Zabarnyi,Pass (Live),Marcos Senesi,Pass (Live),331c942d,Bournemouth,Fulham
70,Rodrigo Muniz,Fulham,0.03,0.08,Saved,13.0,Right Foot,Volley,Calvin Bassey,Pass (Live),Andreas Pereira,Pass (Live),331c942d,Bournemouth,Fulham
75,Marcus Tavernier,Bournemouth,0.04,,Off Target,24.0,Left Foot,,Luis Sinisterra,Pass (Live),Luis Sinisterra,Take-On,331c942d,Bournemouth,Fulham
76,Marcus Tavernier,Bournemouth,0.13,,Off Target,14.0,Right Foot,,Philip Billing,Pass (Live),Marcus Tavernier,Pass (Live),331c942d,Bournemouth,Fulham
76,Ryan Christie,Bournemouth,0.04,,Blocked,22.0,Left Foot,,Ryan Christie,Take-On,Marcus Tavernier,Shot,331c942d,Bournemouth,Fulham
90,David Brooks,Bournemouth,0.01,0.02,Saved,18.0,Left Foot,,Luis Sinisterra,Pass (Live),David Brooks,Pass (Live),331c942d,Bournemouth,Fulham
90+3,Luis Sinisterra,Bournemouth,0.05,0.37,Goal,26.0,Right Foot,,David Brooks,Pass (Live),Alex Scott,Pass (Live),331c942d,Bournemouth,Fulham
8,Bruno Guimaraes,Newcastle Utd,0.07,,Blocked,14.0,Right Foot,,Kieran Trippier,Pass (Live),,,66a1f3ac,Newcastle Utd,Manchester Utd
11,Alejandro Garnacho,Manchester Utd,0.1,0.17,Saved,13.0,Left Foot,,Bruno Fernandes,Pass (Live),Kobbie Mainoo,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
13,Aaron Wan-Bissaka,Manchester Utd,0.03,,Blocked,27.0,Right Foot,,Alejandro Garnacho,Pass (Live),Diogo Dalot,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
15,Alexander Isak,Newcastle Utd,0.05,,Blocked,10.0,Right Foot,,Kieran Trippier,Pass (Live),Lewis Miley,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
16,Anthony Gordon,Newcastle Utd,0.07,,Blocked,25.0,Right Foot,,Anthony Gordon,Pass (Live),Lewis Miley,Interception,66a1f3ac,Newcastle Utd,Manchester Utd
16,Anthony Gordon,Newcastle Utd,0.1,0.11,Saved,15.0,Left Foot,,Anthony Gordon,Shot,,,66a1f3ac,Newcastle Utd,Manchester Utd
17,Miguel Almiron,Newcastle Utd,0.15,0.47,Saved,10.0,Left Foot,,Joelinton,Pass (Live),Kieran Trippier,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
18,Bruno Guimaraes,Newcastle Utd,0.03,,Off Target,26.0,Right Foot,,Anthony Gordon,Pass (Live),Fabian Schar,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
20,Alexander Isak,Newcastle Utd,0.25,,Blocked,10.0,Left Foot,,Bruno Guimaraes,Pass (Live),Lewis Miley,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
20,Fabian Schar,Newcastle Utd,0.03,,Off Target,11.0,Head,,Anthony Gordon,Pass (Live),Valentino Livramento,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
20,Jamaal Lascelles,Newcastle Utd,0.22,,Off Target,5.0,Head,,Alexander Isak,Pass (Live),Fabian Schar,Shot,66a1f3ac,Newcastle Utd,Manchester Utd
33,Alexander Isak,Newcastle Utd,0.04,,Off Target,21.0,Right Foot,,,,,,66a1f3ac,Newcastle Utd,Manchester Utd
35,Miguel Almiron,Newcastle Utd,0.13,,Off Target,13.0,Left Foot,,Kieran Trippier,Pass (Live),Fabian Schar,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
39,Kieran Trippier,Newcastle Utd,0.09,,Woodwork,27.0,Right Foot,Free kick,Fabian Schar,Fouled,Anthony Gordon,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
45,Fabian Schar,Newcastle Utd,0.08,,Blocked,12.0,Right Foot,Volley,Kieran Trippier,Pass (Dead),,,66a1f3ac,Newcastle Utd,Manchester Utd
45,Fabian Schar,Newcastle Utd,0.03,,Off Target,21.0,Right Foot,,Joelinton,Pass (Live),Fabian Schar,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
47,Miguel Almiron,Newcastle Utd,0.03,,Off Target,20.0,Left Foot,,Valentino Livramento,Pass (Live),Valentino Livramento,Take-On,66a1f3ac,Newcastle Utd,Manchester Utd
55,Joelinton,Newcastle Utd,0.08,0.02,Saved,21.0,Left Foot,,Joelinton,Take-On,Kieran Trippier,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
55,Anthony Gordon,Newcastle Utd,0.57,0.9,Goal,3.0,Right Foot,,Kieran Trippier,Pass (Live),Bruno Guimaraes,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
58,Fabian Schar,Newcastle Utd,0.04,,Off Target,32.0,Right Foot,,Bruno Guimaraes,Pass (Live),Kieran Trippier,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
60,Miguel Almiron,Newcastle Utd,0.04,,Blocked,19.0,Left Foot,,Kieran Trippier,Tackle,,,66a1f3ac,Newcastle Utd,Manchester Utd
63,Harry Maguire,Manchester Utd,0.03,,Off Target,13.0,Head,,Luke Shaw,Pass (Dead),Rasmus Hojlund,Fouled,66a1f3ac,Newcastle Utd,Manchester Utd
71,Kieran Trippier,Newcastle Utd,0.02,,Off Target,30.0,Right Foot,,Bruno Guimaraes,Pass (Live),Anthony Gordon,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
78,Miguel Almiron,Newcastle Utd,0.12,,Off Target,9.0,Left Foot,,Joelinton,Pass (Live),Kieran Trippier,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
78,Lewis Miley,Newcastle Utd,0.25,,Blocked,9.0,Left Foot,,Miguel Almiron,Shot,,,66a1f3ac,Newcastle Utd,Manchester Utd
82,Sergio Reguilon,Manchester Utd,0.01,,Blocked,25.0,Left Foot,Volley,Sergio Reguilon,Pass (Live),Scott McTominay,Pass (Live),66a1f3ac,Newcastle Utd,Manchester Utd
82,Harry Maguire,Manchester Utd,0.05,,Blocked,16.0,Right Foot,,Sergio Reguilon,Shot,,,66a1f3ac,Newcastle Utd,Manchester Utd
88,Sergio Reguilon,Manchester Utd,0.04,,Blocked,21.0,Left Foot,,,,,,66a1f3ac,Newcastle Utd,Manchester Utd
89,Antony,Manchester Utd,0.2,,Blocked,12.0,Left Foot,,Bruno Fernandes,Pass (Live),,,66a1f3ac,Newcastle Utd,Manchester Utd
90+8,Sofyan Amrabat,Manchester Utd,0.03,,Off Target,20.0,Right Foot,Volley,Rasmus Hojlund,Pass (Live),Diogo Dalot,Pass (Dead),66a1f3ac,Newcastle Utd,Manchester Utd
3,Pablo Fornals,West Ham,0.05,,Off Target,18.0,Right Foot,Volley,Pablo Fornals,Pass (Live),Nayef Aguerd,Pass (Live),d6bbf293,Bournemouth,West Ham
5,Jarrod Bowen,West Ham,0.03,,Off Target,30.0,Left Foot,,,,,,d6bbf293,Bournemouth,West Ham
12,David Brooks,Bournemouth,0.05,,Off Target,24.0,Left Foot,,Dominic Solanke,Pass (Live),Neto,Pass (Live),d6bbf293,Bournemouth,West Ham
17,Jarrod Bowen,West Ham,0.06,,Blocked,16.0,Left Foot,,Jarrod Bowen,Take-On,Said Benrahma,Pass (Live),d6bbf293,Bournemouth,West Ham
19,Tomas Soucek,West Ham,0.34,,Off Target,3.0,Head,,Jarrod Bowen,Pass (Dead),Michail Antonio,Pass (Live),d6bbf293,Bournemouth,West Ham
24,Tomas Soucek,West Ham,0.03,,Off Target,7.0,Head,,Jarrod Bowen,Pass (Dead),Michail Antonio,Take-On,d6bbf293,Bournemouth,West Ham
26,Ryan Christie,Bournemouth,0.02,0.04,Saved,29.0,Left Foot,,David Brooks,Pass (Live),Joe Rothwell,Pass (Live),d6bbf293,Bournemouth,West Ham
29,Pablo Fornals,West Ham,0.04,,Off Target,27.0,Left Foot,,Said Benrahma,Pass (Live),Michail Antonio,Pass (Live),d6bbf293,Bournemouth,West Ham
35,Lucas Paqueta,West Ham,0.09,,Blocked,5.0,Head,,Jarrod Bowen,Pass (Dead),Tomas Soucek,Pass (Live),d6bbf293,Bournemouth,West Ham
35,Said Benrahma,West Ham,0.02,,Off Target,30.0,Right Foot,,Lucas Paqueta,Pass (Live),Pablo Fornals,Pass (Live),d6bbf293,Bournemouth,West Ham
37,Jarrod Bowen,West Ham,0.02,,Off Target,14.0,Other,,Vladimir Coufal,Pass (Live),Said Benrahma,Pass (Live),d6bbf293,Bournemouth,West Ham
37,Said Benrahma,West Ham,0.06,0.19,Saved,12.0,Left Foot,,Pablo Fornals,Pass (Live),Jarrod Bowen,Shot,d6bbf293,Bournemouth,West Ham
41,David Brooks,Bournemouth,0.02,0.17,Saved,31.0,Left Foot,,Dominic Solanke,Pass (Live),Joe Rothwell,Pass (Live),d6bbf293,Bournemouth,West Ham
50,David Brooks,Bournemouth,0.07,0.07,Saved,21.0,Left Foot,Volley,Dominic Solanke,Pass (Live),Max Aarons,Pass (Live),d6bbf293,Bournemouth,West Ham
51,Jarrod Bowen,West Ham,0.04,0.51,Goal,27.0,Left Foot,,Tomas Soucek,Pass (Live),Pablo Fornals,Tackle,d6bbf293,Bournemouth,West Ham
55,Dominic Solanke,Bournemouth,0.07,0.16,Saved,10.0,Right Foot,,Max Aarons,Pass (Live),Illia Zabarnyi,Pass (Live),d6bbf293,Bournemouth,West Ham
56,Lucas Paqueta,West Ham,0.03,,Off Target,16.0,Left Foot,Volley,Emerson Palmieri,Pass (Live),Said Benrahma,Pass (Live),d6bbf293,Bournemouth,West Ham
56,Jarrod Bowen,West Ham,0.04,,Blocked,13.0,Head,,Emerson Palmieri,Pass (Live),Pablo Fornals,Pass (Live),d6bbf293,Bournemouth,West Ham
61,Philip Billing,Bournemouth,0.04,,Blocked,24.0,Left Foot,Free kick,Max Aarons,Fouled,Max Aarons,Pass (Dead),d6bbf293,Bournemouth,West Ham
65,Joe Rothwell,Bournemouth,0.03,,Woodwork,24.0,Right Foot,,Joe Rothwell,Take-On,Ryan Christie,Pass (Live),d6bbf293,Bournemouth,West Ham
70,Jarrod Bowen,West Ham,0.04,,Blocked,11.0,Left Foot,,Vladimir Coufal,Pass (Dead),,,d6bbf293,Bournemouth,West Ham
71,David Brooks,Bournemouth,0.03,,Off Target,22.0,Left Foot,,Philip Billing,Pass (Live),David Brooks,Pass (Live),d6bbf293,Bournemouth,West Ham
75,Philip Billing,Bournemouth,0.02,,Off Target,18.0,Head,,Joe Rothwell,Pass (Dead),Joe Rothwell,Fouled,d6bbf293,Bournemouth,West Ham
77,Kieffer Moore,Bournemouth,0.04,,Blocked,13.0,Head,,Dominic Solanke,Pass (Live),Illia Zabarnyi,Pass (Live),d6bbf293,Bournemouth,West Ham
78,Dominic Solanke,Bournemouth,0.05,,Off Target,13.0,Head,,Milos Kerkez,Pass (Live),Chris Mepham,Pass (Live),d6bbf293,Bournemouth,West Ham
82,Antoine Semenyo,Bournemouth,0.05,,Off Target,24.0,Right Foot,,,,,,d6bbf293,Bournemouth,West Ham
82,Dominic Solanke,Bournemouth,0.87,0.97,Goal,4.0,Right Foot,,Dominic Solanke,Take-On,Antoine Semenyo,Shot,d6bbf293,Bournemouth,West Ham
84,Danny Ings,West Ham,0.12,,Blocked,14.0,Right Foot,,Lucas Paqueta,Pass (Live),,,d6bbf293,Bournemouth,West Ham
85,Lucas Paqueta,West Ham,0.06,,Woodwork,16.0,Left Foot,,,,,,d6bbf293,Bournemouth,West Ham
89,Antoine Semenyo,Bournemouth,0.02,,Blocked,31.0,Left Foot,,Chris Mepham,Interception,,,d6bbf293,Bournemouth,West Ham
4,Aaron Hickey,Brentford,0.04,0.09,Saved,11.0,Right Foot,Deflected,Mathias Jensen,Pass (Live),Aaron Hickey,Pass (Live),71b7e5e2,Newcastle Utd,Brentford
11,Christian Norgaard,Brentford,0.07,,Blocked,16.0,Right Foot,Volley,Yoane Wissa,Pass (Live),Rico Henry,Pass (Live),71b7e5e2,Newcastle Utd,Brentford
28,Fabian Schar,Newcastle Utd,0.02,,Blocked,35.0,Right Foot,,Bruno Guimaraes,Pass (Live),Elliot Anderson,Pass (Live),71b7e5e2,Newcastle Utd,Brentford
28,Sven Botman,Newcastle Utd,0.08,,Off Target,9.0,Head,,Kieran Trippier,Pass (Dead),Fabian Schar,Shot,71b7e5e2,Newcastle Utd,Brentford
28,Bruno Guimaraes,Newcastle Utd,0.27,0.03,Saved,3.0,Head,,Sven Botman,Shot,,,71b7e5e2,Newcastle Utd,Brentford
