Player,Team,Position,GW,FPts,started,Opponent,Home,FP/G,ROS Rank,RkOv,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,Team_long,Ros %,GP,Min,FPts/Start
Thomas Cannon,EVE,F,1,0.0,,,,0.0,200,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Darko Churlinov,BUR,F,1,0.0,,,,0.0,200,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Amadou Diallo,NEW,F,1,0.0,,,,0.0,200,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Nathan Ferguson,CRY,D,1,0.0,,,,0.0,200,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
John Fleck,SHU,M,1,0.0,,,,0.0,200,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Gustavo Scarpa,NOT,M,1,0.0,,,,0.0,200,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jean-Philippe Gbamin,EVE,M,1,0.0,,,,0.0,200,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Charlie Goode,BRF,D,1,0.0,,,,0.0,200,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
John McAtee,LUT,F,1,0.0,,,,0.0,200,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
James McConnell,LIV,M,1,0.0,,,,0.0,200,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Teden Mengi,LUT,D,1,0.0,,,,0.0,200,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Lewis O'Brien,NOT,M,1,0.0,,,,0.0,200,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Wilson Odobert,BUR,F,1,0.0,,,,0.0,200,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
David Ozoh,CRY,M,1,0.0,,,,0.0,200,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Myles Peart-Harris,BRF,M,1,0.0,,,,0.0,200,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Harry Arter,NOT,M,1,0.0,,,,0.0,200,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Santiago Bueno,WOL,D,1,0.0,,,,0.0,200,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Emiliano Marcondes Camargo Hansen,BOU,M,1,0.0,,,,0.0,200,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Daniel Chesters,WHU,M,1,0.0,,,,0.0,200,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Dara Costelloe,BUR,F,1,0.0,,,,0.0,200,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Luc De Fougerolles,FUL,D,1,0.0,,,,0.0,200,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Matthew Dibley-Dias,FUL,M,1,0.0,,,,0.0,200,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Mohamed Drager,NOT,D,1,0.0,,,,0.0,200,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
CJ Egan-Riley,BUR,D,1,0.0,,,,0.0,200,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Noam Emeran,MUN,F,1,0.0,,,,0.0,200,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Omari Forson,MUN,M,1,0.0,,,,0.0,200,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Saman Ghoddos,BRF,F,1,0.0,,,,0.0,200,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,inf
Alfie Gilchrist,CHE,D,1,0.0,,,,0.0,200,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Isaac Hayden,NEW,M,1,0.0,,,,0.0,200,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jeff Hendrick,NEW,M,1,0.0,,,,0.0,200,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Ji-Soo Kim,BRF,D,1,0.0,,,,0.0,200,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Emil Krafth,NEW,D,1,0.0,,,,0.0,200,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Alex Matos,CHE,F,1,0.0,,,,0.0,200,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Andy Moran,BHA,M,1,0.0,,,,0.0,200,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Tyler Onyango,EVE,M,1,0.0,,,,0.0,200,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Gabriel Osho,LUT,D,1,0.0,,,,0.0,200,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Sebastian Revan,AVL,D,1,0.0,,,,0.0,200,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Charles Sagoe Junior,ARS,F,1,0.0,,,,0.0,200,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Giulian Biancone,NOT,D,1,0.0,,,,0.0,200,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Ethan Brierley,BRF,M,1,0.0,,,,0.0,200,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Bruno Jordao,WOL,M,1,0.0,,,,0.0,200,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Toby Collyer,MUN,M,1,0.0,,,,0.0,200,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Owen Dodgson,BUR,D,1,0.0,,,,0.0,200,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Paul Dummett,NEW,D,1,0.0,,,,0.0,200,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
John-Kymani Gordon,CRY,F,1,0.0,,,,0.0,200,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Marc Jurado Gomez,MUN,D,1,0.0,,,,0.0,200,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Willy Kambwala,MUN,D,1,0.0,,,,0.0,200,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Terence Kongolo,FUL,D,1,0.0,,,,0.0,200,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jamal Lowe,BOU,F,1,0.0,,,,0.0,200,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Han-Noah Massengo,BUR,M,1,0.0,,,,0.0,200,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Idris Odutayo,FUL,D,1,0.0,,,,0.0,200,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Maximillian Oyedele,MUN,M,1,0.0,,,,0.0,200,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Ben Parkinson,NEW,F,1,0.0,,,,0.0,200,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Josh Powell,NOT,M,1,0.0,,,,0.0,200,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Glen Rea,LUT,D,1,0.0,,,,0.0,200,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Ronnie Stutter,CHE,F,1,0.0,,,,0.0,200,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Louie Watson,LUT,M,1,0.0,,,,0.0,200,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jack Wells-Morrison,CRY,M,1,0.0,,,,0.0,200,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Andi Zeqiri,BHA,F,1,0.0,,,,0.0,200,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Brandon Aguilera,NOT,M,1,0.0,,,,0.0,200,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Josh Brooking,CHE,D,1,0.0,,,,0.0,200,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Nathan Carlyon,NEW,M,1,0.0,,,,0.0,200,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Luke Chambers,LIV,D,1,0.0,,,,0.0,200,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jamie Donley,TOT,F,1,0.0,,,,0.0,200,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Josh Feeney,AVL,M,1,0.0,,,,0.0,200,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Aidan Francis-Clarke,LUT,D,1,0.0,,,,0.0,200,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Sean Grehan,CRY,D,1,0.0,,,,0.0,200,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Harvey Griffiths,WOL,M,1,0.0,,,,0.0,200,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Bashir Humphreys,CHE,D,1,0.0,,,,0.0,200,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Callum Marshall,WHU,F,1,0.0,,,,0.0,200,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Delano McCoy-Splatt,FUL,M,1,0.0,,,,0.0,200,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jose Mateo Mejia Piedrahita,MUN,F,1,0.0,,,,0.0,200,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jamie Miley,NEW,M,1,0.0,,,,0.0,200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Michael Ndiweni,NEW,F,1,0.0,,,,0.0,200,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jonathan Panzo,NOT,D,1,0.0,,,,0.0,200,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Aribim Pepple,LUT,F,1,0.0,,,,0.0,200,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Dion Pereira,LUT,M,1,0.0,,,,0.0,200,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Logan Pye,MUN,D,1,0.0,,,,0.0,200,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Ishe Samuels-Smith,CHE,D,1,0.0,,,,0.0,200,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Lino Sousa,ARS,D,1,0.0,,,,0.0,200,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Reuell Walters,ARS,D,1,0.0,,,,0.0,200,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Kadan Young,AVL,M,1,0.0,,,,0.0,200,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Valintino Adedokun,BRF,D,1,0.0,,,,0.0,200,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Sonny Aljofree,MUN,D,1,0.0,,,,0.0,200,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Samuel Amissah,FUL,D,1,0.0,,,,0.0,200,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Emilio Ballard-Matthews,WOL,F,1,0.0,,,,0.0,200,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Samuel Bastien,BUR,M,1,0.0,,,,0.0,200,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jake Burger,LUT,M,1,0.0,,,,0.0,200,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jili Buyabu,SHU,D,1,0.0,,,,0.0,200,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Kaelan Casey,WHU,D,1,0.0,,,,0.0,200,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Nathan Fraser,WOL,F,1,0.0,,,,0.0,200,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Ben Greenwood,BOU,D,1,0.0,,,,0.0,200,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jordan Hackett-Valton,NEW,D,1,0.0,,,,0.0,200,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Micah Hamilton,MCI,M,1,0.0,,,,0.0,200,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Mackenzie Hunt,EVE,M,1,0.0,,,,0.0,200,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
James Huntley,NEW,M,1,0.0,,,,0.0,200,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Joseph Johnson,LUT,D,1,0.0,,,,0.0,200,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Gavin Kilkenny,BOU,M,1,0.0,,,,0.0,200,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jayden Luker,LUT,M,1,0.0,,,,0.0,200,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Louie Marsh,SHU,F,1,0.0,,,,0.0,200,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Charlie McArthur,NEW,D,1,0.0,,,,0.0,200,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Alex Murphy,NEW,D,1,0.0,,,,0.0,200,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Tommi O'Reilly,AVL,M,1,0.0,,,,0.0,200,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Ademola Ola-Adebomi,CRY,F,1,0.0,,,,0.0,200,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Travis Patterson,AVL,M,1,0.0,,,,0.0,200,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Alfie Pond,WOL,D,1,0.0,,,,0.0,200,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Remi Savage,NEW,D,1,0.0,,,,0.0,200,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Femi Seriki,SHU,D,1,0.0,,,,0.0,200,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
James Sweet,ARS,D,1,0.0,,,,0.0,200,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jay Turner-Cooke,NEW,M,1,0.0,,,,0.0,200,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Jensen Weir,BHA,M,1,0.0,,,,0.0,200,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0,
Dwight McNeil,EVE,M,1,-0.5,,,,-0.5,32,216,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,81%,1,14,inf
Alejandro Garnacho,MUN,M,1,-0.5,1.0,WOL,True,-0.5,200,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,Manchester Utd,52%,1,5,1.3
Lisandro Martinez,MUN,D,1,-0.5,1.0,WOL,True,-0.5,200,363,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,1,0,Manchester Utd,48%,1,66,0.4
Rico Lewis,MCI,D,1,-0.5,1.0,BUR,False,-0.5,200,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,13%,1,1,1.2
Danny Ings,WHU,F,1,-0.5,0.0,BOU,False,-0.5,200,378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,West Ham,8%,1,9,inf
Jhon Duran,AVL,F,1,-0.5,,,,-0.5,200,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5%,1,16,inf
Chris Mepham,BOU,D,1,-0.5,0.0,WHU,True,-0.5,200,380,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,Bournemouth,0%,1,2,inf
Joel Veltman,BHA,D,1,-0.75,0.0,LUT,True,-0.75,200,217,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Brighton,25%,1,90,inf
Emerson Royal,TOT,D,1,-0.75,,,,-0.75,200,299,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,18%,1,3,inf
Issa Kabore,LUT,D,1,-1.0,1.0,BHA,False,-1.0,200,197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Luton Town,39%,1,18,3.3
James Milner,BHA,M,1,-1.0,1.0,LUT,True,-1.0,200,310,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Brighton,2%,1,8,1.2
Rodrigo Muniz,FUL,F,1,-1.0,,,,-1.0,200,718,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,,0%,1,8,-inf
Andreas Pereira,FUL,M,1,-1.5,0.0,EVE,False,-1.5,67,132,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,Fulham,89%,1,90,inf
Emerson,WHU,D,1,-1.5,1.0,BRF,False,-1.5,200,119,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,Tottenham,52%,1,90,4.1
Diego Carlos,AVL,D,1,-1.75,0.0,NEW,False,-1.75,200,308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Aston Villa,4%,1,18,inf
Hannes Delcroix,BUR,D,1,-1.75,,,,-1.75,200,354,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,0,0,3,0,,1%,1,45,inf
Bernardo Silva,MCI,M,1,-2.0,1.0,BUR,False,-2.0,90,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,98%,1,13,6.2
Timothy Castagne,FUL,D,1,-2.0,,,,-2.0,144,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,42%,1,16,inf
Mahmoud Dahoud,BHA,M,1,-2.0,1.0,LUT,True,-2.0,200,232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Brighton,16%,1,12,3.1
Pierre-Emile Hojbjerg,TOT,M,1,-2.0,,,,-2.0,200,385,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,16%,1,21,inf
Tariq Lamptey,BHA,D,1,-2.0,,,,-2.0,200,261,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,15%,1,12,inf
Victor Lindelof,MUN,D,1,-2.0,0.0,WOL,True,-2.0,200,264,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,Manchester Utd,11%,1,83,inf
Hugo Bueno,WOL,D,1,-2.0,0.0,MUN,False,-2.0,200,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wolves,2%,1,7,inf
Adam Lallana,BHA,M,1,-2.0,,,,-2.0,200,317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1%,1,8,inf
Joel Ward,CRY,D,1,-2.25,1.0,SHU,False,-2.25,200,154,0,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,2,0,Crystal Palace,10%,1,90,3.0
Max Kilman,WOL,D,1,-2.5,1.0,MUN,False,-2.5,200,159,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,3,0,Wolves,23%,1,90,4.8
Jonny Evans,MUN,D,1,-2.5,,,,-2.5,200,233,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,,5%,1,5,inf
Jordan Beyer,BUR,D,1,-3.0,1.0,MCI,True,-3.0,200,335,0,0,0,0,6,0,1,0,0,0,0,2,0,1,0,0,0,5,0,Burnley,11%,1,73,0.7
Harry Maguire,MUN,D,1,-3.0,,,,-3.0,200,717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,4%,1,22,-inf
Dan Burn,NEW,D,1,-4.75,1.0,AVL,True,-4.75,93,62,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,3,0,Newcastle Utd,95%,1,90,7.1
Kenny Tete,FUL,D,1,-5.5,1.0,EVE,False,-5.5,200,208,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,4,0,Fulham,69%,1,72,3.8
Matt Targett,NEW,D,1,-5.5,,,,-5.5,200,729,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,,1%,1,73,-inf
Ameen Al Dakhil,BUR,D,1,-6.75,,,,-6.75,200,726,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,5,0,,3%,1,90,-inf
Issa Diop,FUL,D,1,-7.0,1.0,EVE,False,-7.0,200,220,0,0,0,0,0,0,1,0,0,2,4,0,1,1,0,0,0,5,0,Fulham,12%,1,90,3.4
Connor Roberts,BUR,D,1,-7.0,1.0,MCI,True,-7.0,200,731,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,Burnley,8%,1,90,-2.5
Antonee Robinson,FUL,D,1,-8.0,1.0,EVE,False,-8.0,200,211,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,5,0,Fulham,54%,1,90,3.7
Matty Cash,AVL,D,1,-8.5,1.0,NEW,False,-8.5,79,66,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,Aston Villa,96%,1,90,7.1
Joachim Andersen,CRY,D,1,34.75,1.0,SHU,False,34.75,71,9,1,4,0,1,3,0,0,0,2,1,7,1,1,7,0,0,0,1,0,Crystal Palace,92%,1,90,13.0
Raheem Sterling,CHE,F,1,33.0,1.0,LIV,True,33.0,34,52,2,2,1,3,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1,Chelsea,100%,1,88,10.6
Pascal Gross,BHA,M,1,33.0,1.0,LUT,True,33.0,26,24,1,6,0,4,1,0,0,0,2,0,0,1,0,0,0,0,0,3,0,Brighton,100%,1,90,13.1
Matty Cash,AVL,D,1,30.0,1.0,NEW,False,30.0,79,66,2,0,0,3,3,1,0,0,0,0,2,2,0,1,0,0,0,1,0,Aston Villa,96%,1,90,7.1
Bukayo Saka,ARS,M,1,28.0,1.0,NOT,True,28.0,4,1,1,4,0,2,0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,Arsenal,100%,1,90,20.4
Bruno Fernandes,MUN,M,1,27.5,1.0,WOL,True,27.5,2,14,1,3,1,3,2,2,1,0,0,0,2,1,0,1,0,0,0,2,0,Manchester Utd,100%,1,90,14.9
Malo Gusto,CHE,D,1,27.5,0.0,LIV,True,27.5,200,124,0,2,2,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,Chelsea,55%,1,90,inf
Jarrod Bowen,WHU,M,1,26.5,1.0,BOU,False,26.5,16,11,1,1,1,2,2,1,0,0,0,2,1,1,0,2,0,0,0,1,0,West Ham,100%,1,90,14.4
Anthony Gordon,NEW,M,1,24.5,1.0,AVL,True,24.5,63,16,1,2,0,3,1,1,0,0,1,0,0,3,0,0,0,0,0,0,1,Newcastle Utd,96%,1,71,13.0
Moussa Diaby,AVL,F,1,22.0,1.0,NEW,False,22.0,31,20,1,2,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,Aston Villa,97%,1,72,11.0
Nicolas Jackson,CHE,F,1,22.0,1.0,LIV,True,22.0,52,125,1,2,0,3,1,2,0,0,0,1,0,2,0,0,0,0,0,0,1,Chelsea,94%,1,82,6.4
Rodri,MCI,M,1,21.5,1.0,BUR,False,21.5,36,54,1,1,0,2,3,1,0,0,0,1,1,2,0,2,0,0,0,1,0,Manchester City,99%,1,90,10.4
Morgan Gibbs-White,NOT,M,1,21.0,1.0,ARS,False,21.0,19,46,0,3,2,0,0,1,1,0,1,3,0,1,0,1,0,0,0,3,0,Nott'ham Forest,99%,1,90,10.2
Jack Grealish,MCI,M,1,20.5,,,,20.5,24,201,0,6,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,,99%,1,90,inf
Darwin Nunez,LIV,F,1,19.5,0.0,CHE,False,19.5,23,70,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool,100%,1,12,inf
Dejan Kulusevski,TOT,M,1,19.0,1.0,BRF,False,19.0,28,19,1,2,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,Tottenham,100%,1,90,12.3
Pedro Neto,WOL,F,1,19.0,1.0,MUN,False,19.0,20,7,0,4,1,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,1,Wolves,96%,1,90,18.0
