Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ROS %,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ros,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts
Wataru Endo,LIV,M,373,TOT,-0.5,-0.5,,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4%,0,0,0,0,0,-0.5,-0.5
Cody Gakpo,LIV,F,118,TOT,16.5,16.5,,1,45,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,94%,1,1,1,0,0,7.5,0.0
Joseph Gomez,LIV,D,160,TOT,2.0,2.0,,1,73,0,0,0,0,1,1,0,0,0,0,2,1,0,2,0,0,0,1,0,7,25%,1,0,1,0,0,2.0,-2.5
Ryan Gravenberch,LIV,M,331,TOT,-0.5,-0.5,,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,34%,0,0,0,0,0,-0.5,-0.5
Curtis Jones,LIV,M,392,TOT,-7.0,-7.0,,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,16%,1,0,8,0,0,-7.0,-7.0
Ibrahima Konate,LIV,D,297,TOT,-1.0,-1.0,,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,64%,0,0,0,0,0,-1.0,-2.0
Alexis Mac Allister,LIV,M,175,TOT,-0.5,-0.5,,1,79,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,7,92%,1,0,6,0,0,-0.5,-2.5
Joel Matip,LIV,D,200,TOT,0.5,0.5,,1,90,0,0,0,0,0,0,0,0,0,1,10,0,1,5,0,0,1,2,0,7,26%,1,0,1,0,0,0.5,-9.0
Andrew Robertson,LIV,D,36,TOT,7.5,7.5,,1,90,0,4,0,1,1,0,1,0,0,1,2,1,0,0,0,0,0,2,0,7,100%,1,0,4,0,0,7.5,-6.0
Mohamed Salah,LIV,F,6,TOT,2.5,2.5,,1,73,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,7,100%,1,0,4,0,0,2.5,-2.5
Dominik Szoboszlai,LIV,M,24,TOT,10.0,10.0,,1,90,0,1,0,1,1,0,0,0,2,1,1,1,1,0,0,0,0,2,0,7,100%,1,0,0,0,0,10.0,0.0
Diogo Jota,LIV,F,112,TOT,-5.5,-5.5,,1,23,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,7,95%,0,0,10,0,0,-5.5,-7.5
Virgil van Dijk,LIV,D,100,TOT,14.0,14.0,,1,90,0,1,1,0,0,0,1,0,0,2,8,0,6,1,0,0,0,2,0,7,100%,1,1,3,0,0,7.0,-6.0
Mohamed Salah,LIV,F,6,BHA,27.0,27.0,100%,1,90,2,1,0,2,1,2,0,0,0,0,0,2,1,0,0,0,0,2,0,8,,1,2,1,0,1,9.0,-1.0
Dominik Szoboszlai,LIV,M,24,BHA,17.5,17.5,100%,1,90,0,4,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,2,0,8,,1,0,4,0,0,11.5,-2.5
Darwin Nunez,LIV,F,60,BHA,11.5,11.5,100%,1,90,0,2,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,8,,1,1,2,0,0,5.5,-1.0
Alexis Mac Allister,LIV,M,175,BHA,8.0,8.0,92%,1,90,0,0,0,0,2,2,0,0,0,6,1,1,0,0,0,0,0,2,0,8,,1,0,3,0,0,8.0,-1.0
Andrew Robertson,LIV,D,36,BHA,6.25,6.25,100%,1,90,0,2,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,2,0,8,,1,0,0,0,0,6.25,-4.0
Luis Diaz,LIV,F,88,BHA,5.0,5.0,100%,1,90,0,0,0,0,3,1,0,0,0,0,0,2,0,1,0,0,0,2,0,8,,1,0,4,0,0,5.0,-0.5
Ryan Gravenberch,LIV,M,330,BHA,4.5,4.5,34%,1,45,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,8,,0,0,2,0,0,4.5,0.0
Joel Matip,LIV,D,201,BHA,3.5,3.5,26%,1,72,0,0,0,0,1,1,0,0,0,1,4,0,2,1,0,0,0,1,0,8,,1,0,1,0,0,3.5,-2.5
Joseph Gomez,LIV,D,156,BHA,2.0,2.0,25%,1,9,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,5,0,0,2.0,-2.0
Virgil van Dijk,LIV,D,97,BHA,1.5,1.5,100%,1,90,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,2,0,8,,1,0,2,0,0,1.5,-4.0
Harvey Elliott,LIV,M,295,BHA,1.0,1.0,14%,1,45,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,,1,0,0,0,0,1.0,-1.0
Trent Alexander-Arnold,LIV,D,131,BHA,0.75,0.75,100%,1,79,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,2,0,8,,1,0,1,0,0,0.75,-4.0
Ibrahima Konate,LIV,D,296,BHA,-2.0,-2.0,64%,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,,0,0,1,0,0,-2.0,-2.0
Carlton Morris,LUT,F,44,BHA,18.5,18.5,95%,1,90,1,0,0,2,0,1,0,0,0,0,2,1,0,10,0,0,0,4,0,1,,1,1,0,2,1,9.5,-0.5
Jacob Brown,LUT,F,205,BHA,8.5,8.5,12%,1,25,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,,0,0,1,1,0,2.5,0.0
Ryan Giles,LUT,M,206,BHA,8.5,8.5,12%,1,90,0,2,0,0,2,0,0,0,2,0,4,0,0,1,0,0,0,4,0,1,,1,0,0,0,0,8.5,0.0
Cauley Woodrow,LUT,F,270,BHA,6.0,6.0,0%,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,,0,0,0,0,0,6.0,0.0
Marvelous Nakamba,LUT,M,122,BHA,4.5,4.5,29%,1,90,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,0,1,,1,0,1,0,0,4.5,-0.5
Elijah Adebayo,LUT,F,263,BHA,4.0,4.0,7%,1,63,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,,1,0,0,0,0,4.0,0.0
Pelly Ruddock,LUT,M,302,BHA,3.0,3.0,1%,1,87,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,1,,1,0,3,0,0,3.0,0.0
Issa Kabore,LUT,D,197,BHA,2.0,2.0,39%,1,63,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,,1,0,4,0,0,2.0,-4.0
Alfie Doughty,LUT,M,92,BHA,0.5,0.5,42%,1,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,,0,0,1,0,0,0.5,0.0
Chiedozie Ogbene,LUT,F,242,BHA,0.0,0.0,6%,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,,0,0,0,0,0,0.0,0.0
Tahith Chong,LUT,M,345,BHA,0.0,0.0,4%,1,87,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,3,0,1,,1,0,0,0,0,0.0,-2.0
Luke Berry,LUT,M,430,BHA,0.0,0.0,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0.0,0.0
Tom Lockyer,LUT,D,210,BHA,-0.5,-0.5,19%,1,90,0,0,0,0,2,0,0,0,0,1,6,0,1,2,0,0,0,4,0,1,,1,0,1,0,0,-0.5,-8.0
Mads Andersen,LUT,D,174,BHA,-1.5,-1.5,4%,1,75,0,0,0,0,1,0,1,0,0,1,6,0,1,0,0,0,0,2,0,1,,1,0,7,0,0,-1.5,-6.0
Amari'i Bell,LUT,D,297,BHA,-2.0,-2.0,13%,1,90,0,0,0,0,2,0,0,0,0,2,4,0,1,0,0,0,0,4,0,1,,1,0,0,0,0,-2.0,-8.0
Alfie Doughty,LUT,M,44,BUR,18.0,18.0,,1,90,0,7,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,2,0,2,63%,1,0,1,0,0,18.0,0.0
Elijah Adebayo,LUT,F,194,BUR,12.5,12.5,,1,27,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,7%,0,1,0,1,0,3.5,0.0
Reece Burke,LUT,D,164,BUR,12.25,12.25,,1,68,0,1,1,1,1,0,1,0,0,0,1,1,0,5,0,0,0,2,0,2,1%,0,1,4,0,0,5.25,-6.0
Carlton Morris,LUT,F,31,BUR,11.5,11.5,,1,90,0,2,0,0,0,2,0,0,0,0,3,3,0,11,0,0,0,2,0,2,93%,1,0,2,0,0,11.5,-1.0
Jacob Brown,LUT,F,186,BUR,9.5,9.5,,1,68,0,2,0,1,1,2,1,0,2,1,0,1,0,3,0,0,0,1,0,2,4%,1,0,4,0,0,9.5,-3.0
Issa Kabore,LUT,D,179,BUR,8.25,8.25,,1,61,0,1,0,0,2,0,0,0,2,0,1,0,0,4,0,0,0,1,0,2,12%,1,0,2,0,0,8.25,-2.0
Tom Lockyer,LUT,D,183,BUR,6.25,6.25,,1,90,0,0,0,0,1,0,0,0,0,2,5,0,0,6,0,0,0,2,0,2,16%,1,0,1,0,0,6.25,-4.0
Chiedozie Ogbene,LUT,F,206,BUR,4.5,4.5,,1,90,0,1,0,0,1,2,0,0,0,0,1,1,1,1,0,0,0,2,0,2,2%,1,0,2,2,0,4.5,-1.0
Teden Mengi,LUT,D,317,BUR,4.5,4.5,,1,90,0,0,0,0,1,0,0,0,0,4,2,0,1,2,0,0,0,2,0,2,0%,1,0,0,0,0,4.5,-4.0
Pelly Ruddock,LUT,M,255,BUR,1.5,1.5,,1,90,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1%,1,0,1,0,0,1.5,-1.5
Amari'i Bell,LUT,D,313,BUR,0.0,0.0,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6%,1,0,0,0,0,0.0,0.0
Tahith Chong,LUT,M,319,BUR,0.0,0.0,,1,20,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,3%,0,0,3,0,0,0.0,-2.0
Marvelous Nakamba,LUT,M,130,BUR,-1.0,-1.0,,1,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,13%,1,0,6,0,0,-1.0,-2.0
Ryan Giles,LUT,M,206,CHE,5.0,5.0,12%,1,90,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,,1,0,0,0,0,5.0,0.0
Marvelous Nakamba,LUT,M,122,CHE,4.0,4.0,29%,1,90,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,,1,0,5,0,0,4.0,-2.0
Carlton Morris,LUT,F,44,CHE,3.5,3.5,95%,1,90,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,3,,1,0,0,0,0,3.5,0.0
Tahith Chong,LUT,M,345,CHE,3.5,3.5,4%,1,76,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,,1,0,1,0,0,3.5,-0.5
Elijah Adebayo,LUT,F,263,CHE,2.5,2.5,7%,1,69,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,2,0,3,,1,0,5,0,0,2.5,-1.0
Alfie Doughty,LUT,M,92,CHE,2.0,2.0,42%,1,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,,0,0,1,0,0,2.0,0.0
Ross Barkley,LUT,M,258,CHE,1.5,1.5,7%,1,76,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,,1,0,0,0,0,1.5,0.0
Mads Andersen,LUT,D,174,CHE,1.0,1.0,4%,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,1.0,0.0
Pelly Ruddock,LUT,M,302,CHE,1.0,1.0,1%,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,,0,0,0,0,0,1.0,0.0
Amari'i Bell,LUT,D,297,CHE,0.0,0.0,13%,1,90,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,3,0,3,,1,0,0,0,0,0.0,-6.0
Chiedozie Ogbene,LUT,F,242,CHE,0.0,0.0,6%,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0.0,0.0
Tom Lockyer,LUT,D,210,CHE,-0.5,-0.5,19%,1,90,0,0,0,0,1,0,1,0,0,0,6,0,3,2,0,0,0,3,0,3,,1,0,4,0,0,-0.5,-8.0
Issa Kabore,LUT,D,197,CHE,-1.25,-1.25,39%,1,69,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,0,3,,1,0,1,0,0,-1.25,-4.5
Jacob Brown,LUT,F,205,CHE,-2.0,-2.0,12%,1,19,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3,,0,0,4,0,0,-2.0,-2.5
Reece Burke,LUT,D,241,CHE,-2.75,-2.75,3%,1,76,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,3,0,3,,1,0,0,0,0,-2.75,-6.5
Mads Andersen,LUT,D,174,WHU,18.5,18.5,4%,1,90,1,0,0,1,1,0,0,0,0,1,6,0,1,6,0,0,0,2,0,4,,1,1,0,0,0,8.5,-4.0
Carlton Morris,LUT,F,44,WHU,13.5,13.5,95%,1,90,0,1,1,0,2,0,0,0,0,0,2,0,0,7,0,0,0,2,0,4,,1,1,0,0,0,7.5,0.0
Ross Barkley,LUT,M,258,WHU,12.0,12.0,7%,1,70,0,4,0,0,0,3,0,0,0,1,2,3,0,3,0,0,0,1,0,4,,1,0,1,0,0,12.0,-1.5
Ryan Giles,LUT,M,206,WHU,8.0,8.0,12%,1,70,0,1,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,1,0,4,,1,0,0,0,0,8.0,0.0
Alfie Doughty,LUT,M,92,WHU,7.0,7.0,42%,1,77,0,1,0,0,2,1,0,0,1,0,1,2,0,1,0,0,0,1,0,4,,1,0,1,0,0,7.0,-0.5
Marvelous Nakamba,LUT,M,122,WHU,6.5,6.5,29%,1,90,0,2,0,0,2,1,1,0,1,2,1,0,0,0,0,0,0,2,0,4,,1,0,5,0,0,6.5,-2.5
Reece Burke,LUT,D,241,WHU,4.75,4.75,3%,1,90,0,1,0,0,2,0,0,0,0,1,3,0,1,2,0,0,0,2,0,4,,1,0,0,0,0,4.75,-4.0
Elijah Adebayo,LUT,F,263,WHU,3.0,3.0,7%,1,70,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,4,,1,0,1,0,0,3.0,-1.0
Chiedozie Ogbene,LUT,F,242,WHU,2.5,2.5,6%,1,11,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,,0,0,0,0,0,2.5,0.0
Cauley Woodrow,LUT,F,270,WHU,1.5,1.5,0%,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,0,0,0,0,0,1.5,-0.5
Amari'i Bell,LUT,D,297,WHU,0.25,0.25,13%,1,90,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,2,0,4,,1,0,0,0,0,0.25,-4.0
Jacob Brown,LUT,F,205,WHU,0.0,0.0,12%,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,0,0,1,0,0,0.0,0.0
Tahith Chong,LUT,M,345,WHU,0.0,0.0,4%,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,1,0,2,0,0,0.0,0.0
Pelly Ruddock,LUT,M,302,WHU,0.0,0.0,1%,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,0,0,0,0,0,0.0,0.0
Issa Kabore,LUT,D,197,WHU,-1.0,-1.0,39%,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,,0,0,0,0,0,-1.0,-2.0
Issa Kabore,LUT,D,197,FUL,13.5,13.5,39%,1,90,0,3,0,0,0,0,0,0,4,1,2,1,1,2,0,0,0,1,0,5,,1,0,3,0,0,13.5,-2.0
Jacob Brown,LUT,F,205,FUL,11.0,11.0,12%,1,73,0,2,0,0,3,2,0,0,1,2,1,1,0,2,0,0,0,1,0,5,,1,0,0,1,0,11.0,-1.0
Marvelous Nakamba,LUT,M,122,FUL,8.5,8.5,29%,1,90,0,0,0,0,5,0,0,0,0,1,1,0,2,1,0,0,0,1,0,5,,1,0,2,0,0,8.5,0.0
Reece Burke,LUT,D,241,FUL,7.25,7.25,3%,1,80,0,0,0,0,2,1,0,0,0,0,3,0,2,5,0,0,0,1,0,5,,1,0,0,0,0,7.25,-2.5
Tom Lockyer,LUT,D,210,FUL,4.75,4.75,19%,1,90,0,0,0,0,1,0,0,0,0,2,3,1,0,2,0,0,0,1,0,5,,1,0,1,0,0,4.75,-2.0
Mads Andersen,LUT,D,174,FUL,4.5,4.5,4%,1,90,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,1,0,5,,1,0,0,0,0,4.5,-2.0
Elijah Adebayo,LUT,F,263,FUL,3.0,3.0,7%,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,,0,0,0,0,0,3.0,0.0
Amari'i Bell,LUT,D,297,FUL,2.75,2.75,13%,1,90,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,5,,1,0,2,0,0,2.75,-2.0
Albert Sambi Lokonga,LUT,M,350,FUL,1.5,1.5,1%,1,73,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,,1,0,2,0,0,1.5,-0.5
Chiedozie Ogbene,LUT,F,242,FUL,1.0,1.0,6%,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,,0,0,0,0,0,1.0,0.0
Pelly Ruddock,LUT,M,302,FUL,1.0,1.0,1%,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,1.0,0.0
Alfie Doughty,LUT,M,92,FUL,0.0,0.0,42%,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,1,0,0,0.0,0.0
Tahith Chong,LUT,M,345,FUL,0.0,0.0,4%,1,73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,,1,0,4,0,0,0.0,-2.0
Cauley Woodrow,LUT,F,270,FUL,0.0,0.0,0%,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,,0,0,0,0,0,0.0,-0.5
Carlton Morris,LUT,F,44,FUL,-0.5,-0.5,95%,1,73,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,1,0,5,,1,0,2,0,0,-0.5,-2.5
Carlton Morris,LUT,F,44,WOL,17.0,17.0,95%,1,90,1,1,0,2,0,3,0,0,0,0,0,2,0,3,0,0,0,1,0,6,,1,1,1,0,1,8.0,-1.5
Alfie Doughty,LUT,M,92,WOL,16.0,16.0,42%,1,71,0,5,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,1,0,6,,1,0,1,0,0,16.0,0.0
Chiedozie Ogbene,LUT,F,242,WOL,9.5,9.5,6%,1,90,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,6,,1,0,0,1,0,9.5,-0.5
Amari'i Bell,LUT,D,297,WOL,8.5,8.5,13%,1,90,0,1,0,0,2,1,0,0,0,2,0,3,0,2,0,0,0,1,0,6,,1,0,1,0,0,8.5,-2.5
Tom Lockyer,LUT,D,210,WOL,6.75,6.75,19%,1,90,0,1,0,0,2,1,0,0,0,1,1,0,0,4,0,0,0,1,0,6,,1,0,0,0,0,6.75,-2.5
Issa Kabore,LUT,D,197,WOL,6.5,6.5,39%,1,84,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,,1,0,1,0,0,-0.5,-2.5
Marvelous Nakamba,LUT,M,122,WOL,6.5,6.5,29%,1,90,0,0,0,0,4,0,0,0,0,1,0,1,0,1,0,0,0,1,0,6,,1,0,3,0,0,6.5,0.0
Jacob Brown,LUT,F,205,WOL,4.5,4.5,12%,1,71,0,1,0,1,0,2,0,0,0,0,1,0,0,3,0,0,0,1,0,6,,1,0,1,0,0,4.5,-1.0
Pelly Ruddock,LUT,M,302,WOL,2.5,2.5,1%,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,,0,0,0,0,0,2.5,0.0
Albert Sambi Lokonga,LUT,M,350,WOL,2.0,2.0,1%,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,,1,0,2,0,0,2.0,0.0
Reece Burke,LUT,D,241,WOL,1.75,1.75,3%,1,90,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,1,0,6,,1,0,2,0,0,1.75,-2.0
Cauley Woodrow,LUT,F,270,WOL,1.5,1.5,0%,1,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,1.5,-0.5
Ryan Giles,LUT,M,206,WOL,1.0,1.0,12%,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,1.0,0.0
Elijah Adebayo,LUT,F,263,WOL,0.5,0.5,7%,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,,0,0,0,0,0,0.5,0.0
Elijah Adebayo,LUT,F,194,EVE,0.0,0.0,,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7%,0,0,0,0,0,0.0,-0.5
Mads Andersen,LUT,D,180,EVE,6.0,6.0,,1,45,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,0,0,0,7,2%,0,0,0,0,0,6.0,0.0
Amari'i Bell,LUT,D,313,EVE,0.0,0.0,,1,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6%,1,0,0,0,0,0.0,-2.0
Jacob Brown,LUT,F,186,EVE,0.5,0.5,,1,90,0,0,0,0,0,5,0,0,0,1,1,0,0,4,0,0,0,1,0,7,4%,1,0,0,1,0,0.5,-2.5
Reece Burke,LUT,D,164,EVE,5.5,5.5,,1,45,0,0,0,0,1,0,0,0,0,2,2,0,1,3,0,0,0,1,0,7,1%,1,0,1,0,0,5.5,-2.0
Alfie Doughty,LUT,M,44,EVE,22.0,22.0,,1,82,0,6,1,0,1,0,0,0,1,1,4,0,0,2,0,0,0,1,0,7,63%,1,1,1,1,0,16.0,0.0
Issa Kabore,LUT,D,179,EVE,4.25,4.25,,1,90,0,0,0,0,3,0,1,0,0,2,5,0,1,1,0,0,0,1,0,7,12%,1,0,4,0,0,4.25,-4.0
Tom Lockyer,LUT,D,183,EVE,11.75,11.75,,1,55,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,7,16%,1,1,0,0,0,1.75,-2.0
Teden Mengi,LUT,D,317,EVE,2.25,2.25,,1,33,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,7,0%,0,0,0,0,0,2.25,0.0
Carlton Morris,LUT,F,31,EVE,14.0,14.0,,1,77,1,0,0,1,0,1,0,0,0,0,2,0,0,7,0,0,0,1,0,7,93%,1,1,3,1,0,5.0,-0.5
Marvelous Nakamba,LUT,M,130,EVE,9.5,9.5,,1,90,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,0,0,1,0,7,13%,1,0,2,0,0,9.5,0.0
Chiedozie Ogbene,LUT,F,206,EVE,3.5,3.5,,1,90,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,7,2%,1,0,0,0,0,3.5,0.0
Pelly Ruddock,LUT,M,255,EVE,1.0,1.0,,1,90,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,0,0,1,0,7,1%,1,0,1,0,0,1.0,-1.5
Cauley Woodrow,LUT,F,265,EVE,3.5,3.5,,1,6,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0%,0,0,1,0,0,3.5,0.0
Alfie Doughty,LUT,M,44,TOT,9.0,9.0,64%,1,90,0,2,0,0,3,0,0,0,1,0,2,0,0,2,0,0,0,1,0,8,,1,0,0,0,0,9.0,0.0
Pelly Ruddock,LUT,M,255,TOT,8.0,8.0,1%,1,66,0,2,0,0,1,1,0,0,1,1,2,0,1,1,0,0,0,1,0,8,,1,0,0,0,0,8.0,-0.5
Chiedozie Ogbene,LUT,F,207,TOT,7.0,7.0,2%,1,90,0,1,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,1,0,8,,1,0,0,0,0,7.0,-1.0
Reece Burke,LUT,D,160,TOT,6.75,6.75,1%,1,90,0,2,0,0,1,1,0,0,0,1,5,0,1,1,0,0,0,1,0,8,,1,0,0,0,0,6.75,-2.5
Carlton Morris,LUT,F,30,TOT,5.0,5.0,93%,1,90,0,1,0,1,0,1,1,0,0,0,1,2,0,3,0,0,0,1,0,8,,1,0,5,1,0,5.0,-2.5
Tahith Chong,LUT,M,318,TOT,5.0,5.0,3%,1,22,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,,0,0,1,0,0,5.0,0.0
Marvelous Nakamba,LUT,M,129,TOT,4.5,4.5,13%,1,90,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,1,0,8,,1,0,2,0,0,4.5,-0.5
Elijah Adebayo,LUT,F,194,TOT,4.0,4.0,7%,1,66,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,8,,1,0,3,2,0,4.0,0.0
Cauley Woodrow,LUT,F,266,TOT,4.0,4.0,0%,1,22,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,4.0,0.0
Mads Andersen,LUT,D,178,TOT,3.5,3.5,2%,1,58,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,1,0,8,,1,0,1,0,0,3.5,-2.0
Tom Lockyer,LUT,D,181,TOT,3.25,3.25,16%,1,80,0,0,0,0,1,0,1,0,0,3,5,1,0,1,0,0,0,1,0,8,,1,0,5,0,0,3.25,-4.0
Teden Mengi,LUT,D,316,TOT,2.5,2.5,0%,1,30,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8,,0,0,1,0,0,2.5,0.0
Ross Barkley,LUT,M,283,TOT,0.0,0.0,7%,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,,0,0,1,0,0,0.0,-0.5
Luke Berry,LUT,M,435,TOT,0.0,0.0,0%,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,0.0,0.0
Jacob Brown,LUT,F,183,TOT,-1.0,-1.0,4%,1,65,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,,1,0,3,1,0,-1.0,-1.0
Rodri,MCI,M,54,BUR,27.0,27.0,99%,1,90,1,1,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,1,2,2,1,0,11.0,-0.5
Erling Haaland,MCI,F,2,BUR,25.5,25.5,100%,1,79,2,2,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,,1,2,1,0,0,7.5,-1.0
